,g,ab,r,h,double,triple,hr,rbi,sb,cs,so,g_idp,BB,SAC,TB,XBH,AVG,OBP,SLG,OPS,VOTE%,inducted
sullijo01,413.0,1648.0,287.0,492.0,45.0,29.0,11.0,227.0,49.0,0.0,80.0,0.0,164.0,17.0,628.0,85.0,0.299,0.359,0.381,0.74,,
sullijo02,14.0,33.0,4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0,0.0,0.152,0.209,0.152,0.361,,
sullijo04,162.0,495.0,64.0,153.0,28.0,8.0,5.0,69.0,6.0,7.0,55.0,0.0,51.0,18.0,212.0,41.0,0.309,0.36200000000000004,0.428,0.79,,
sullijo06,605.0,1833.0,203.0,422.0,52.0,9.0,1.0,162.0,18.0,11.0,206.0,32.0,217.0,38.0,495.0,62.0,0.23,0.306,0.27,0.5760000000000001,,
sullijo07,116.0,259.0,9.0,59.0,5.0,0.0,2.0,18.0,0.0,2.0,45.0,6.0,23.0,3.0,70.0,7.0,0.228,0.28800000000000003,0.27,0.5579999999999999,,
sullima01,398.0,1618.0,280.0,441.0,56.0,32.0,26.0,220.0,99.0,0.0,168.0,0.0,169.0,0.0,639.0,114.0,0.273,0.341,0.395,0.736,,
sullima02,137.0,360.0,37.0,67.0,11.0,0.0,5.0,28.0,0.0,0.0,92.0,6.0,24.0,13.0,93.0,16.0,0.18600000000000003,0.22899999999999998,0.258,0.48700000000000004,,
sullimi01,28.0,112.0,20.0,31.0,5.0,6.0,1.0,19.0,10.0,0.0,0.0,0.0,3.0,0.0,51.0,12.0,0.27699999999999997,0.29600000000000004,0.455,0.7509999999999999,,
sullipa01,31.0,114.0,15.0,22.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,27.0,4.0,0.193,0.22,0.237,0.457,,
sulliru01,45.0,150.0,16.0,40.0,8.0,2.0,5.0,12.0,1.0,0.0,11.0,4.0,21.0,1.0,67.0,15.0,0.267,0.355,0.447,0.802,,
sullisl01,97.0,347.0,39.0,64.0,7.0,4.0,0.0,15.0,0.0,0.0,21.0,0.0,4.0,0.0,79.0,11.0,0.184,0.19399999999999998,0.228,0.42200000000000004,,
sullisu01,169.0,617.0,47.0,148.0,19.0,3.0,0.0,67.0,17.0,0.0,0.0,0.0,51.0,7.0,173.0,22.0,0.24,0.295,0.28,0.575,,
sullite01,3.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.33299999999999996,0.4,0.33299999999999996,0.733,,
sullito03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
summaho01,840.0,3001.0,414.0,905.0,166.0,34.0,18.0,361.0,44.0,35.0,88.0,0.0,202.0,115.0,1193.0,218.0,0.302,0.33399999999999996,0.39799999999999996,0.732,0.0,0.0
summech01,698.0,1371.0,199.0,350.0,63.0,4.0,54.0,218.0,15.0,13.0,244.0,35.0,224.0,15.0,583.0,121.0,0.255,0.35700000000000004,0.425,0.782,0.0,0.0
summeki01,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,,
sumneca01,16.0,29.0,6.0,8.0,1.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,5.0,0.0,11.0,2.0,0.276,0.382,0.379,0.7609999999999999,,
sundaar01,24.0,83.0,26.0,22.0,5.0,1.0,0.0,13.0,0.0,0.0,9.0,0.0,22.0,0.0,29.0,6.0,0.265,0.419,0.349,0.768,,
sundabi01,499.0,2007.0,339.0,498.0,55.0,24.0,12.0,170.0,246.0,0.0,229.0,0.0,148.0,0.0,637.0,91.0,0.248,0.3,0.317,0.617,,
sundbji01,1962.0,6021.0,621.0,1493.0,243.0,36.0,95.0,624.0,20.0,37.0,963.0,159.0,752.0,156.0,2093.0,374.0,0.248,0.324,0.348,0.672,0.002173913043478261,0.0
surhobj01,2313.0,8258.0,1062.0,2326.0,440.0,42.0,188.0,1153.0,141.0,84.0,839.0,169.0,754.0,175.0,3414.0,670.0,0.282,0.335,0.413,0.748,0.0034423407917383822,0.0
susacan01,87.0,221.0,27.0,53.0,15.0,2.0,6.0,33.0,0.0,0.0,71.0,2.0,22.0,0.0,90.0,23.0,0.24,0.309,0.40700000000000003,0.716,,
suscege01,146.0,268.0,23.0,61.0,11.0,1.0,2.0,22.0,1.0,0.0,21.0,15.0,28.0,10.0,80.0,14.0,0.228,0.29100000000000004,0.299,0.59,,
susdost01,3.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.14300000000000002,0.14300000000000002,0.28600000000000003,0.429,,
suskope01,58.0,224.0,25.0,64.0,5.0,3.0,2.0,25.0,3.0,4.0,10.0,0.0,19.0,6.0,81.0,10.0,0.28600000000000003,0.33299999999999996,0.36200000000000004,0.695,,
sutclbu01,4.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.25,0.5,0.25,0.75,,
sutclsy01,344.0,1322.0,177.0,381.0,43.0,24.0,6.0,174.0,41.0,0.0,87.0,0.0,95.0,0.0,490.0,73.0,0.28800000000000003,0.336,0.371,0.7070000000000001,,
suthega01,1031.0,3104.0,308.0,754.0,109.0,10.0,24.0,239.0,11.0,24.0,219.0,85.0,237.0,64.0,955.0,143.0,0.243,0.29100000000000004,0.308,0.599,0.0,0.0
suthele01,45.0,101.0,15.0,25.0,3.0,0.0,0.0,5.0,6.0,2.0,12.0,2.0,5.0,3.0,28.0,3.0,0.248,0.275,0.27699999999999997,0.552,,
sutkogl01,11.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.091,0.231,0.091,0.322,,
suttodr01,128.0,281.0,38.0,72.0,24.0,2.0,4.0,37.0,0.0,3.0,88.0,3.0,22.0,5.0,112.0,30.0,0.256,0.305,0.39899999999999997,0.7040000000000001,,
suttoez01,1263.0,5359.0,992.0,1574.0,227.0,97.0,25.0,671.0,69.0,18.0,182.0,0.0,177.0,0.0,2070.0,349.0,0.294,0.316,0.386,0.7020000000000001,0.0,0.0
suttola01,252.0,572.0,63.0,135.0,23.0,2.0,12.0,78.0,4.0,3.0,102.0,10.0,61.0,17.0,198.0,37.0,0.23600000000000002,0.302,0.34600000000000003,0.648,,
suzukic01,2357.0,9362.0,1348.0,2935.0,341.0,91.0,113.0,738.0,498.0,114.0,995.0,86.0,826.0,92.0,3797.0,545.0,0.314,0.366,0.406,0.772,,
suzukku01,1102.0,3846.0,398.0,982.0,203.0,5.0,75.0,470.0,19.0,10.0,493.0,104.0,356.0,66.0,1420.0,283.0,0.255,0.313,0.369,0.682,,
sveumda01,862.0,2526.0,305.0,597.0,125.0,13.0,69.0,340.0,10.0,18.0,656.0,53.0,245.0,51.0,955.0,207.0,0.23600000000000002,0.298,0.37799999999999995,0.6759999999999999,0.0,0.0
swaciha01,322.0,1189.0,110.0,304.0,46.0,11.0,1.0,151.0,29.0,0.0,34.0,0.0,34.0,33.0,375.0,58.0,0.256,0.26899999999999996,0.315,0.584,,
swanan01,8.0,31.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.258,0.258,0.29,0.5479999999999999,,
swandma01,16.0,64.0,8.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,0.0,0.188,0.212,0.188,0.4,,
swandpi01,15.0,52.0,9.0,14.0,2.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,20.0,4.0,0.26899999999999996,0.406,0.385,0.7909999999999999,,
swannpe01,25.0,28.0,6.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,12.0,1.0,2.0,0.0,8.0,2.0,0.14300000000000002,0.2,0.28600000000000003,0.486,,
swansbi01,11.0,20.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,0.0,6.0,2.0,0.2,0.304,0.3,0.604,,
swansev01,518.0,1892.0,325.0,573.0,87.0,28.0,7.0,170.0,69.0,15.0,133.0,0.0,223.0,47.0,737.0,122.0,0.303,0.368,0.39,0.758,,
swanska01,24.0,65.0,2.0,9.0,1.0,0.0,0.0,6.0,3.0,0.0,7.0,0.0,4.0,6.0,10.0,1.0,0.138,0.17300000000000001,0.154,0.327,,
swansst01,49.0,106.0,14.0,26.0,3.0,0.0,2.0,11.0,1.0,3.0,13.0,1.0,11.0,2.0,35.0,5.0,0.245,0.311,0.33,0.6409999999999999,,
swarted01,724.0,2876.0,607.0,861.0,120.0,63.0,14.0,229.0,120.0,0.0,11.0,0.0,368.0,0.0,1149.0,197.0,0.299,0.379,0.4,0.779,,
sweasch01,166.0,670.0,67.0,130.0,11.0,2.0,0.0,39.0,3.0,4.0,30.0,0.0,17.0,0.0,145.0,13.0,0.19399999999999998,0.214,0.21600000000000003,0.43,,
sweenbi02,1039.0,3692.0,442.0,1004.0,153.0,40.0,11.0,389.0,172.0,0.0,153.0,0.0,435.0,126.0,1270.0,204.0,0.272,0.33799999999999997,0.344,0.682,,
sweenbi03,308.0,1050.0,127.0,300.0,58.0,8.0,5.0,107.0,22.0,24.0,73.0,0.0,44.0,18.0,389.0,71.0,0.28600000000000003,0.309,0.37,0.679,,
sweenbu01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
sweenda01,22.0,90.0,18.0,24.0,5.0,0.0,1.0,16.0,2.0,0.0,2.0,0.0,18.0,0.0,32.0,6.0,0.267,0.389,0.35600000000000004,0.745,,
sweenda02,37.0,85.0,9.0,15.0,4.0,1.0,3.0,11.0,0.0,2.0,27.0,1.0,13.0,0.0,30.0,8.0,0.17600000000000002,0.28600000000000003,0.353,0.639,,
sweened01,644.0,1841.0,174.0,427.0,48.0,13.0,3.0,151.0,63.0,9.0,89.0,0.0,209.0,69.0,510.0,64.0,0.23199999999999998,0.3,0.27699999999999997,0.5770000000000001,,
sweenha01,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
sweenje01,31.0,129.0,16.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,37.0,3.0,0.264,0.28600000000000003,0.287,0.573,,
sweenma01,1218.0,1830.0,220.0,464.0,101.0,9.0,42.0,250.0,16.0,9.0,425.0,35.0,285.0,30.0,709.0,152.0,0.254,0.349,0.387,0.736,0.0,0.0
sweenmi01,1454.0,5188.0,759.0,1540.0,325.0,5.0,215.0,909.0,53.0,25.0,613.0,142.0,657.0,64.0,2520.0,545.0,0.297,0.37200000000000005,0.486,0.858,,
sweenpe01,134.0,521.0,53.0,109.0,14.0,7.0,1.0,47.0,19.0,0.0,35.0,0.0,51.0,0.0,140.0,22.0,0.209,0.28,0.26899999999999996,0.5489999999999999,,
sweenro01,76.0,298.0,51.0,64.0,12.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,0.0,82.0,15.0,0.215,0.262,0.275,0.537,,
sweenry01,682.0,2118.0,265.0,584.0,124.0,14.0,23.0,224.0,18.0,9.0,342.0,55.0,202.0,29.0,805.0,161.0,0.276,0.335,0.38,0.715,,
sweetri01,272.0,736.0,62.0,172.0,23.0,1.0,6.0,57.0,6.0,6.0,73.0,17.0,71.0,14.0,215.0,30.0,0.23399999999999999,0.29600000000000004,0.292,0.588,,
sweigha01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,,
swentau01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
swettpo01,37.0,94.0,16.0,18.0,4.0,3.0,1.0,12.0,4.0,0.0,26.0,0.0,18.0,0.0,31.0,8.0,0.191,0.321,0.33,0.6509999999999999,,
swiftbo01,1001.0,2750.0,212.0,635.0,86.0,3.0,14.0,238.0,10.0,6.0,233.0,79.0,327.0,59.0,769.0,103.0,0.231,0.307,0.28,0.5870000000000001,0.0,0.0
swihabl01,84.0,288.0,47.0,79.0,17.0,1.0,5.0,31.0,4.0,2.0,77.0,8.0,19.0,2.0,113.0,23.0,0.27399999999999997,0.317,0.392,0.7090000000000001,,
swindch01,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.125,0.125,0.125,0.25,,
swishni01,1527.0,5369.0,805.0,1338.0,307.0,11.0,245.0,803.0,13.0,15.0,1373.0,131.0,915.0,66.0,2402.0,563.0,0.249,0.355,0.447,0.802,,
swishst01,509.0,1414.0,108.0,305.0,49.0,7.0,20.0,124.0,4.0,4.0,322.0,47.0,145.0,34.0,428.0,76.0,0.21600000000000003,0.282,0.303,0.585,,
swoboro01,928.0,2581.0,285.0,624.0,87.0,24.0,73.0,344.0,20.0,14.0,647.0,65.0,338.0,23.0,978.0,184.0,0.242,0.327,0.379,0.706,0.0,0.0
sylvelo01,173.0,654.0,138.0,159.0,22.0,14.0,6.0,43.0,18.0,0.0,0.0,0.0,69.0,0.0,227.0,42.0,0.243,0.315,0.34700000000000003,0.662,,
szczuma01,80.0,134.0,11.0,30.0,7.0,0.0,3.0,13.0,2.0,0.0,26.0,2.0,10.0,2.0,46.0,10.0,0.22399999999999998,0.27399999999999997,0.34299999999999997,0.617,,
szekejo01,5.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.077,0.077,0.077,0.154,,
szotkke01,47.0,84.0,9.0,9.0,1.0,0.0,3.0,9.0,0.0,0.0,29.0,1.0,14.0,2.0,19.0,4.0,0.107,0.23,0.226,0.456,,
tabatjo01,509.0,1592.0,208.0,438.0,81.0,15.0,17.0,126.0,47.0,30.0,254.0,43.0,150.0,24.0,600.0,113.0,0.275,0.33299999999999996,0.377,0.71,,
tabbje01,74.0,177.0,10.0,40.0,3.0,0.0,6.0,20.0,0.0,1.0,33.0,5.0,18.0,3.0,61.0,9.0,0.226,0.293,0.345,0.638,,
tablepa01,1202.0,3911.0,454.0,1101.0,190.0,25.0,47.0,512.0,16.0,20.0,559.0,113.0,421.0,52.0,1482.0,262.0,0.282,0.34700000000000003,0.379,0.726,0.0,0.0
taborgr01,9.0,9.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.111,0.111,0.222,0.33299999999999996,,
taborji01,1005.0,3788.0,473.0,1021.0,191.0,29.0,104.0,598.0,69.0,54.0,377.0,90.0,292.0,56.0,1582.0,324.0,0.27,0.317,0.418,0.735,,
tackeje01,136.0,327.0,35.0,71.0,14.0,2.0,7.0,42.0,0.0,0.0,71.0,20.0,42.0,14.0,110.0,23.0,0.217,0.295,0.336,0.631,,
tagucso01,672.0,1369.0,197.0,382.0,74.0,7.0,19.0,163.0,39.0,12.0,195.0,40.0,119.0,41.0,527.0,100.0,0.27899999999999997,0.32799999999999996,0.385,0.713,,
taittdo01,258.0,824.0,81.0,217.0,43.0,16.0,4.0,95.0,13.0,7.0,64.0,0.0,61.0,23.0,304.0,63.0,0.263,0.306,0.369,0.675,,
talbobo01,122.0,433.0,50.0,107.0,15.0,5.0,1.0,19.0,4.0,6.0,29.0,8.0,19.0,8.0,135.0,21.0,0.247,0.27399999999999997,0.312,0.586,,
taltoti01,83.0,112.0,15.0,33.0,6.0,2.0,2.0,11.0,0.0,1.0,18.0,4.0,10.0,2.0,49.0,10.0,0.295,0.34700000000000003,0.43799999999999994,0.785,,
tamarjo01,135.0,244.0,19.0,59.0,12.0,1.0,4.0,33.0,1.0,1.0,27.0,2.0,39.0,9.0,85.0,17.0,0.242,0.336,0.348,0.684,,
tanakke01,15.0,30.0,4.0,8.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,4.0,0.0,8.0,0.0,0.267,0.353,0.267,0.62,,
tankele01,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
tannech01,396.0,885.0,98.0,231.0,39.0,5.0,21.0,105.0,2.0,2.0,93.0,27.0,93.0,13.0,343.0,65.0,0.261,0.327,0.38799999999999996,0.715,,
tannele01,1090.0,3778.0,331.0,833.0,135.0,27.0,3.0,346.0,63.0,0.0,0.0,0.0,252.0,154.0,1031.0,165.0,0.22,0.259,0.273,0.532,0.0,0.0
tappawa01,18.0,39.0,1.0,8.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,12.0,2.0,0.205,0.214,0.308,0.522,,
tappeel01,145.0,304.0,21.0,63.0,10.0,0.0,0.0,17.0,0.0,1.0,25.0,8.0,35.0,11.0,73.0,10.0,0.207,0.28,0.24,0.52,,
tappete01,34.0,58.0,13.0,15.0,2.0,0.0,5.0,11.0,0.0,0.0,12.0,0.0,17.0,0.0,32.0,7.0,0.259,0.42700000000000005,0.552,0.9790000000000001,,
tarasto01,457.0,1006.0,151.0,241.0,46.0,5.0,34.0,118.0,39.0,10.0,171.0,15.0,124.0,13.0,399.0,85.0,0.24,0.319,0.397,0.716,,
tarbear01,39.0,86.0,6.0,16.0,2.0,0.0,0.0,7.0,1.0,0.0,13.0,0.0,7.0,4.0,18.0,2.0,0.18600000000000003,0.237,0.209,0.446,,
tartada01,1406.0,5011.0,756.0,1366.0,289.0,22.0,262.0,925.0,37.0,30.0,1362.0,110.0,832.0,46.0,2485.0,573.0,0.273,0.373,0.496,0.8690000000000001,0.0020161290322580645,0.0
tartajo01,749.0,1857.0,247.0,484.0,56.0,24.0,2.0,107.0,81.0,28.0,136.0,16.0,116.0,47.0,594.0,82.0,0.261,0.297,0.32,0.617,0.0,0.0
tartatr01,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,,
tarvela01,13.0,25.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,0.0,0.12,0.154,0.12,0.27399999999999997,,
tasbywi01,583.0,1868.0,246.0,467.0,61.0,10.0,46.0,174.0,12.0,20.0,327.0,45.0,224.0,26.0,686.0,117.0,0.25,0.326,0.36700000000000005,0.693,,
tatebe01,566.0,1560.0,144.0,435.0,68.0,16.0,4.0,173.0,5.0,15.0,51.0,2.0,119.0,34.0,547.0,88.0,0.27899999999999997,0.32299999999999995,0.35100000000000003,0.674,0.0,0.0
tatehu01,4.0,13.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.308,0.308,0.462,0.77,,
tatele01,51.0,85.0,9.0,14.0,3.0,1.0,1.0,5.0,0.0,0.0,10.0,3.0,11.0,2.0,22.0,5.0,0.165,0.255,0.259,0.514,,
tatepo01,227.0,822.0,101.0,179.0,22.0,9.0,2.0,71.0,17.0,0.0,73.0,0.0,58.0,0.0,225.0,33.0,0.218,0.26899999999999996,0.27399999999999997,0.5429999999999999,,
tatisfe01,949.0,3051.0,427.0,807.0,174.0,14.0,113.0,448.0,50.0,21.0,709.0,96.0,396.0,37.0,1348.0,301.0,0.265,0.345,0.442,0.787,,
tatumcr01,100.0,269.0,21.0,60.0,8.0,0.0,1.0,22.0,2.0,0.0,52.0,12.0,27.0,4.0,71.0,9.0,0.223,0.29,0.264,0.5539999999999999,,
tatumja01,102.0,254.0,37.0,59.0,8.0,0.0,0.0,8.0,1.0,1.0,50.0,7.0,18.0,2.0,67.0,8.0,0.23199999999999998,0.281,0.264,0.545,,
tatumji01,173.0,201.0,16.0,39.0,7.0,3.0,3.0,29.0,0.0,0.0,58.0,1.0,11.0,6.0,61.0,13.0,0.19399999999999998,0.22899999999999998,0.303,0.532,,
tatumto01,81.0,194.0,20.0,50.0,6.0,2.0,1.0,17.0,7.0,0.0,20.0,2.0,17.0,1.0,63.0,9.0,0.258,0.316,0.325,0.6409999999999999,,
taubeed01,975.0,2874.0,351.0,784.0,151.0,9.0,94.0,419.0,11.0,10.0,574.0,50.0,293.0,40.0,1235.0,254.0,0.273,0.336,0.43,0.7659999999999999,0.0,0.0
taubyfr01,24.0,52.0,7.0,4.0,1.0,0.0,0.0,5.0,1.0,0.0,8.0,0.0,2.0,2.0,5.0,1.0,0.077,0.107,0.096,0.203,,
taussdo01,153.0,263.0,38.0,69.0,14.0,5.0,4.0,30.0,2.0,2.0,53.0,6.0,22.0,6.0,105.0,23.0,0.262,0.313,0.39899999999999997,0.7120000000000001,,
tavarje01,228.0,423.0,63.0,101.0,12.0,3.0,3.0,33.0,13.0,8.0,62.0,5.0,32.0,9.0,128.0,18.0,0.239,0.287,0.303,0.59,,
tavenja01,632.0,2131.0,254.0,543.0,88.0,53.0,13.0,243.0,46.0,31.0,231.0,0.0,196.0,105.0,776.0,154.0,0.255,0.304,0.364,0.6679999999999999,,
taveral01,35.0,53.0,4.0,11.0,1.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,2.0,0.0,12.0,1.0,0.20800000000000002,0.23600000000000002,0.226,0.462,,
taverfr01,1150.0,4043.0,503.0,1029.0,144.0,44.0,2.0,214.0,300.0,106.0,474.0,65.0,282.0,83.0,1267.0,190.0,0.255,0.297,0.313,0.61,0.0,0.0
taveros01,80.0,234.0,18.0,56.0,8.0,0.0,3.0,22.0,0.0,1.0,37.0,10.0,13.0,1.0,73.0,11.0,0.239,0.278,0.312,0.59,,
taverwi01,670.0,2412.0,358.0,662.0,71.0,16.0,8.0,128.0,195.0,44.0,390.0,17.0,169.0,64.0,789.0,95.0,0.27399999999999997,0.314,0.327,0.6409999999999999,,
taylobe02,52.0,121.0,16.0,28.0,2.0,1.0,3.0,6.0,1.0,1.0,31.0,4.0,13.0,0.0,41.0,6.0,0.231,0.306,0.33899999999999997,0.645,,
taylobi02,9.0,24.0,2.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,7.0,1.0,0.25,0.29600000000000004,0.292,0.588,,
taylobi03,149.0,173.0,17.0,41.0,8.0,0.0,7.0,26.0,0.0,0.0,39.0,3.0,7.0,3.0,70.0,15.0,0.237,0.262,0.405,0.667,,
taylobo01,63.0,84.0,12.0,16.0,0.0,0.0,2.0,10.0,0.0,0.0,13.0,3.0,16.0,0.0,22.0,2.0,0.19,0.32,0.262,0.5820000000000001,,
tayloca01,411.0,846.0,113.0,225.0,31.0,6.0,10.0,115.0,12.0,7.0,130.0,30.0,145.0,19.0,298.0,47.0,0.266,0.366,0.35200000000000004,0.718,,
tayloch01,8.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
tayloch03,84.0,230.0,25.0,55.0,11.0,1.0,0.0,10.0,8.0,4.0,70.0,3.0,19.0,4.0,68.0,12.0,0.239,0.292,0.29600000000000004,0.588,,
tayloda01,674.0,2190.0,388.0,650.0,121.0,37.0,44.0,305.0,56.0,2.0,268.0,30.0,272.0,32.0,977.0,202.0,0.297,0.37,0.446,0.816,0.0,0.0
taylodw01,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
tayloed02,92.0,272.0,37.0,73.0,8.0,2.0,0.0,33.0,4.0,0.0,26.0,0.0,43.0,12.0,85.0,10.0,0.268,0.355,0.312,0.667,,
taylofr01,22.0,47.0,5.0,9.0,2.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,4.0,0.0,11.0,2.0,0.191,0.255,0.23399999999999999,0.489,,
tayloha01,440.0,1762.0,312.0,504.0,30.0,13.0,3.0,178.0,108.0,0.0,67.0,0.0,226.0,0.0,569.0,46.0,0.28600000000000003,0.36700000000000005,0.32299999999999995,0.69,,
tayloha02,10.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.125,0.222,0.125,0.34700000000000003,,
tayloha04,394.0,724.0,56.0,158.0,25.0,0.0,16.0,82.0,0.0,3.0,146.0,22.0,44.0,2.0,231.0,41.0,0.218,0.262,0.319,0.581,0.0,0.0
taylojo01,119.0,297.0,34.0,74.0,16.0,1.0,9.0,31.0,0.0,2.0,61.0,9.0,29.0,4.0,119.0,26.0,0.249,0.312,0.401,0.713,,
tayloli01,67.0,257.0,32.0,56.0,8.0,1.0,0.0,8.0,0.0,0.0,10.0,0.0,10.0,0.0,66.0,9.0,0.218,0.247,0.257,0.504,,
taylomi01,37.0,102.0,9.0,17.0,2.0,0.0,1.0,1.0,0.0,0.0,35.0,2.0,12.0,0.0,22.0,3.0,0.16699999999999998,0.254,0.21600000000000003,0.47,,
taylomi02,155.0,511.0,54.0,116.0,18.0,2.0,15.0,68.0,16.0,5.0,175.0,6.0,49.0,3.0,183.0,35.0,0.22699999999999998,0.293,0.358,0.6509999999999999,,
taylore01,260.0,507.0,62.0,117.0,22.0,6.0,14.0,58.0,21.0,8.0,163.0,10.0,34.0,10.0,193.0,42.0,0.231,0.27399999999999997,0.381,0.655,,
taylosa02,473.0,1263.0,127.0,309.0,47.0,9.0,33.0,147.0,3.0,2.0,181.0,34.0,157.0,10.0,473.0,89.0,0.245,0.326,0.375,0.701,,
tayloto01,26.0,73.0,11.0,19.0,3.0,1.0,0.0,10.0,2.0,0.0,8.0,0.0,3.0,1.0,24.0,4.0,0.26,0.28600000000000003,0.32899999999999996,0.615,,
tayloto02,2195.0,7680.0,1005.0,2007.0,298.0,86.0,75.0,598.0,234.0,111.0,1083.0,166.0,740.0,130.0,2702.0,459.0,0.261,0.321,0.35200000000000004,0.6729999999999999,0.0,0.0
tayloza01,13.0,48.0,3.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.25,0.25,0.25,0.5,,
tayloza02,918.0,2865.0,258.0,748.0,113.0,28.0,9.0,311.0,9.0,7.0,192.0,5.0,177.0,59.0,944.0,150.0,0.261,0.298,0.32899999999999996,0.627,0.0,0.0
teagata01,180.0,510.0,57.0,103.0,26.0,0.0,21.0,70.0,0.0,1.0,194.0,9.0,41.0,12.0,192.0,47.0,0.20199999999999999,0.256,0.376,0.632,,
teahema01,831.0,2873.0,388.0,759.0,163.0,26.0,67.0,332.0,45.0,17.0,679.0,69.0,295.0,24.0,1175.0,256.0,0.264,0.33,0.409,0.7390000000000001,,
tebbebi01,1162.0,3704.0,357.0,1000.0,169.0,22.0,38.0,469.0,29.0,23.0,261.0,111.0,401.0,44.0,1327.0,229.0,0.27,0.33799999999999997,0.358,0.696,0.030075187969924814,0.0
tebeage01,627.0,2315.0,440.0,622.0,96.0,54.0,15.0,311.0,228.0,0.0,128.0,0.0,346.0,0.0,871.0,165.0,0.26899999999999996,0.364,0.376,0.74,,
tebeapa01,1167.0,4618.0,671.0,1290.0,196.0,57.0,27.0,735.0,164.0,0.0,198.0,0.0,361.0,33.0,1681.0,280.0,0.27899999999999997,0.32899999999999996,0.364,0.693,0.0,0.0
