,g,ab,r,h,double,triple,hr,rbi,sb,cs,so,g_idp,BB,SAC,TB,XBH,AVG,OBP,SLG,OPS,VOTE%,inducted
manloch01,5.0,17.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.17600000000000002,0.17600000000000002,0.17600000000000002,0.35200000000000004,,
mannfr01,577.0,2277.0,388.0,597.0,104.0,68.0,12.0,181.0,67.0,0.0,15.0,0.0,206.0,0.0,873.0,184.0,0.262,0.32299999999999995,0.38299999999999995,0.706,,
mannija01,834.0,3510.0,563.0,924.0,172.0,37.0,14.0,361.0,30.0,5.0,195.0,0.0,184.0,0.0,1212.0,223.0,0.263,0.3,0.345,0.645,0.0,0.0
manniji01,364.0,1384.0,188.0,298.0,39.0,25.0,8.0,149.0,68.0,0.0,168.0,0.0,121.0,0.0,411.0,72.0,0.215,0.278,0.297,0.575,,
manniri01,1555.0,5248.0,664.0,1349.0,189.0,43.0,56.0,458.0,168.0,78.0,616.0,104.0,513.0,104.0,1792.0,288.0,0.257,0.317,0.341,0.6579999999999999,0.0,0.0
manniti01,200.0,730.0,99.0,138.0,28.0,6.0,2.0,24.0,0.0,0.0,24.0,0.0,66.0,0.0,184.0,36.0,0.18899999999999997,0.256,0.252,0.508,,
mannjo01,6.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.33299999999999996,0.429,0.33299999999999996,0.762,,
mannke01,18.0,52.0,3.0,9.0,3.0,0.0,1.0,3.0,0.0,0.0,12.0,3.0,1.0,0.0,15.0,4.0,0.17300000000000001,0.18899999999999997,0.28800000000000003,0.47700000000000004,,
mannle01,1498.0,4716.0,677.0,1332.0,203.0,106.0,44.0,503.0,129.0,21.0,464.0,0.0,352.0,133.0,1879.0,353.0,0.282,0.324,0.39799999999999996,0.722,0.0,0.0
mannodo01,25.0,37.0,3.0,7.0,1.0,0.0,1.0,8.0,0.0,0.0,9.0,2.0,3.0,0.0,11.0,2.0,0.18899999999999997,0.25,0.297,0.547,,
manrifr01,498.0,1337.0,151.0,340.0,59.0,11.0,20.0,151.0,18.0,14.0,239.0,31.0,77.0,48.0,481.0,90.0,0.254,0.285,0.36,0.645,0.0,0.0
mansejo01,31.0,126.0,17.0,30.0,3.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,35.0,4.0,0.23800000000000002,0.262,0.278,0.54,,
mansemi01,371.0,1471.0,237.0,352.0,43.0,42.0,9.0,25.0,0.0,0.0,82.0,0.0,65.0,0.0,506.0,94.0,0.239,0.271,0.344,0.615,,
manseto01,191.0,767.0,132.0,199.0,23.0,11.0,0.0,74.0,0.0,0.0,22.0,0.0,45.0,0.0,244.0,34.0,0.259,0.3,0.318,0.618,,
mantife01,969.0,2707.0,360.0,707.0,97.0,10.0,89.0,330.0,27.0,10.0,352.0,79.0,295.0,38.0,1091.0,196.0,0.261,0.33,0.40299999999999997,0.733,0.0,0.0
mantlmi01,2401.0,8102.0,1677.0,2415.0,344.0,72.0,536.0,1509.0,153.0,38.0,1710.0,113.0,1872.0,61.0,4511.0,952.0,0.298,0.42700000000000005,0.557,0.9840000000000001,0.8821917808219178,1.0
mantoje01,289.0,713.0,97.0,164.0,35.0,2.0,31.0,97.0,3.0,6.0,182.0,18.0,107.0,3.0,296.0,68.0,0.23,0.32899999999999996,0.415,0.7440000000000001,0.0,0.0
manuech01,242.0,384.0,25.0,76.0,12.0,0.0,4.0,43.0,1.0,0.0,77.0,7.0,48.0,6.0,100.0,16.0,0.198,0.28300000000000003,0.26,0.5429999999999999,,
manueje01,96.0,127.0,14.0,19.0,6.0,1.0,3.0,13.0,1.0,0.0,26.0,3.0,12.0,4.0,36.0,10.0,0.15,0.217,0.28300000000000003,0.5,,
manusfr01,23.0,77.0,6.0,12.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,16.0,3.0,0.156,0.183,0.20800000000000002,0.391,,
manushe01,2008.0,7654.0,1287.0,2524.0,491.0,160.0,110.0,1183.0,114.0,58.0,345.0,11.0,576.0,186.0,3665.0,761.0,0.33,0.368,0.479,0.847,0.09375,0.0
manwaki01,1008.0,2982.0,248.0,733.0,111.0,20.0,21.0,278.0,10.0,19.0,505.0,82.0,321.0,61.0,947.0,152.0,0.24600000000000002,0.313,0.318,0.631,0.0,0.0
manzeto01,90.0,263.0,17.0,59.0,7.0,0.0,1.0,21.0,0.0,1.0,75.0,6.0,17.0,8.0,69.0,8.0,0.22399999999999998,0.264,0.262,0.526,,
mapescl01,459.0,1193.0,199.0,289.0,55.0,13.0,38.0,172.0,8.0,9.0,213.0,28.0,172.0,17.0,484.0,106.0,0.242,0.33399999999999996,0.406,0.74,,
mapleho01,44.0,41.0,6.0,10.0,0.0,1.0,0.0,7.0,0.0,0.0,7.0,0.0,8.0,0.0,12.0,1.0,0.244,0.36700000000000005,0.293,0.66,,
mappege01,12.0,33.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,8.0,1.0,0.182,0.22899999999999998,0.242,0.47100000000000003,,
maranra01,2670.0,10078.0,1255.0,2605.0,380.0,177.0,28.0,884.0,291.0,93.0,756.0,21.0,878.0,300.0,3423.0,585.0,0.258,0.309,0.34,0.649,0.8293650793650794,1.0
marioma01,1572.0,5506.0,602.0,1448.0,272.0,37.0,36.0,624.0,35.0,2.0,537.0,120.0,484.0,151.0,1902.0,345.0,0.263,0.315,0.345,0.66,0.4,0.0
mariore01,18.0,28.0,3.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,9.0,2.0,0.179,0.258,0.321,0.579,,
marisja01,238.0,669.0,73.0,155.0,25.0,5.0,13.0,60.0,38.0,13.0,199.0,5.0,44.0,17.0,229.0,43.0,0.23199999999999998,0.273,0.342,0.615,,
marisro01,1463.0,5101.0,826.0,1325.0,195.0,42.0,275.0,851.0,21.0,9.0,733.0,75.0,732.0,55.0,2429.0,512.0,0.26,0.349,0.47600000000000003,0.825,0.4309133489461358,0.0
markani01,1521.0,5943.0,822.0,1728.0,354.0,17.0,144.0,711.0,63.0,26.0,857.0,148.0,710.0,50.0,2548.0,515.0,0.29100000000000004,0.364,0.429,0.7929999999999999,,
marklge01,5.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.125,0.308,0.125,0.433,,
marniha01,96.0,222.0,19.0,49.0,3.0,3.0,0.0,15.0,1.0,0.0,29.0,7.0,18.0,4.0,58.0,6.0,0.221,0.275,0.261,0.536,,
marqubo01,40.0,44.0,9.0,12.0,1.0,1.0,2.0,3.0,0.0,0.0,11.0,0.0,4.0,2.0,21.0,4.0,0.273,0.32,0.47700000000000004,0.797,,
marqugo01,76.0,115.0,9.0,27.0,3.0,0.0,1.0,10.0,1.0,1.0,14.0,2.0,11.0,4.0,33.0,4.0,0.235,0.292,0.287,0.579,,
marqulu01,99.0,143.0,24.0,26.0,5.0,1.0,0.0,11.0,7.0,4.0,24.0,2.0,19.0,5.0,33.0,6.0,0.182,0.26899999999999996,0.231,0.5,,
marquol01,17.0,39.0,4.0,7.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,4.0,8.0,1.0,0.179,0.217,0.205,0.42200000000000004,,
marquro01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
marrech01,39.0,125.0,6.0,29.0,5.0,0.0,0.0,11.0,0.0,0.0,31.0,1.0,5.0,3.0,34.0,5.0,0.23199999999999998,0.256,0.272,0.528,,
marrede01,25.0,53.0,8.0,12.0,0.0,0.0,1.0,3.0,2.0,1.0,19.0,0.0,3.0,0.0,15.0,1.0,0.226,0.268,0.28300000000000003,0.551,,
marreel01,724.0,1906.0,262.0,463.0,99.0,12.0,66.0,261.0,56.0,11.0,372.0,40.0,201.0,44.0,784.0,177.0,0.243,0.309,0.41100000000000003,0.72,0.0,0.0
marreor01,42.0,89.0,12.0,20.0,6.0,1.0,1.0,5.0,1.0,3.0,19.0,0.0,15.0,0.0,31.0,8.0,0.225,0.337,0.348,0.685,,
marriwi01,265.0,826.0,86.0,220.0,27.0,14.0,4.0,95.0,16.0,10.0,55.0,0.0,61.0,24.0,287.0,45.0,0.266,0.308,0.34700000000000003,0.655,,
marrle01,363.0,1445.0,244.0,417.0,54.0,35.0,2.0,186.0,92.0,0.0,80.0,0.0,181.0,0.0,547.0,91.0,0.289,0.368,0.379,0.747,,
marsaar01,655.0,2273.0,267.0,612.0,67.0,19.0,2.0,221.0,171.0,26.0,117.0,0.0,189.0,82.0,723.0,88.0,0.26899999999999996,0.315,0.318,0.633,0.0,0.0
marshbi01,7.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.125,0.125,0.125,0.25,,
marshda01,490.0,1049.0,123.0,258.0,41.0,4.0,16.0,114.0,13.0,15.0,239.0,18.0,152.0,19.0,355.0,61.0,0.24600000000000002,0.336,0.33799999999999997,0.674,,
marshdo01,261.0,756.0,51.0,159.0,23.0,8.0,2.0,54.0,15.0,0.0,0.0,0.0,41.0,9.0,204.0,33.0,0.21,0.248,0.27,0.518,0.0,0.0
marshdo02,219.0,658.0,72.0,170.0,21.0,6.0,0.0,61.0,2.0,0.0,28.0,0.0,30.0,15.0,203.0,27.0,0.258,0.284,0.309,0.593,,
marshfr01,465.0,1236.0,148.0,296.0,43.0,8.0,10.0,96.0,13.0,14.0,171.0,27.0,128.0,15.0,385.0,61.0,0.239,0.307,0.311,0.618,,
marshji01,410.0,852.0,111.0,206.0,24.0,7.0,29.0,106.0,5.0,4.0,139.0,15.0,105.0,9.0,331.0,60.0,0.242,0.322,0.38799999999999996,0.71,,
marshjo01,43.0,118.0,4.0,21.0,2.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,31.0,6.0,0.17800000000000002,0.22399999999999998,0.263,0.48700000000000004,,
marshke01,8.0,9.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,0.222,0.3,0.33299999999999996,0.633,,
marshma01,329.0,1267.0,140.0,311.0,41.0,16.0,15.0,105.0,15.0,0.0,100.0,16.0,92.0,25.0,429.0,72.0,0.245,0.29100000000000004,0.33899999999999997,0.63,,
marshmi02,1035.0,3593.0,433.0,971.0,173.0,8.0,148.0,530.0,26.0,33.0,810.0,79.0,317.0,31.0,1604.0,329.0,0.27,0.327,0.446,0.773,0.0,0.0
marshto01,93.0,252.0,23.0,62.0,7.0,4.0,5.0,34.0,0.0,2.0,49.0,3.0,8.0,6.0,92.0,16.0,0.24600000000000002,0.263,0.365,0.628,,
marshwi01,1246.0,4233.0,583.0,1160.0,163.0,39.0,130.0,604.0,14.0,4.0,219.0,109.0,472.0,31.0,1791.0,332.0,0.27399999999999997,0.345,0.423,0.768,0.0,0.0
marsolo01,261.0,768.0,93.0,168.0,39.0,4.0,5.0,60.0,16.0,5.0,190.0,27.0,103.0,11.0,230.0,48.0,0.21899999999999997,0.307,0.299,0.606,,
marteal01,71.0,155.0,12.0,28.0,8.0,1.0,2.0,13.0,1.0,0.0,47.0,2.0,14.0,1.0,44.0,11.0,0.18100000000000002,0.247,0.284,0.531,,
martean01,308.0,854.0,86.0,186.0,45.0,6.0,21.0,99.0,1.0,6.0,180.0,17.0,72.0,15.0,306.0,72.0,0.218,0.27399999999999997,0.358,0.632,,
martedo01,34.0,72.0,1.0,15.0,3.0,1.0,0.0,8.0,0.0,0.0,3.0,0.0,6.0,1.0,20.0,4.0,0.20800000000000002,0.266,0.278,0.544,,
marteje01,33.0,80.0,9.0,17.0,4.0,0.0,4.0,11.0,0.0,0.0,22.0,2.0,8.0,2.0,33.0,8.0,0.212,0.278,0.41200000000000003,0.69,,
marteke01,57.0,219.0,25.0,62.0,14.0,3.0,2.0,17.0,8.0,4.0,43.0,1.0,24.0,4.0,88.0,19.0,0.28300000000000003,0.348,0.402,0.75,,
martest01,470.0,1751.0,258.0,496.0,88.0,24.0,49.0,189.0,113.0,41.0,442.0,30.0,161.0,19.0,779.0,161.0,0.28300000000000003,0.34,0.445,0.785,,
martial01,17.0,73.0,4.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.16399999999999998,0.16399999999999998,0.16399999999999998,0.32799999999999996,,
martial03,1232.0,4242.0,664.0,1172.0,220.0,48.0,132.0,485.0,173.0,65.0,879.0,63.0,457.0,32.0,1884.0,400.0,0.276,0.344,0.444,0.7879999999999999,0.0,0.0
martiba01,69.0,206.0,13.0,44.0,6.0,2.0,2.0,18.0,0.0,1.0,27.0,5.0,13.0,7.0,60.0,10.0,0.214,0.252,0.29100000000000004,0.5429999999999999,,
martibi01,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
martibi02,1021.0,3419.0,425.0,877.0,137.0,28.0,64.0,333.0,34.0,29.0,355.0,96.0,228.0,78.0,1262.0,229.0,0.257,0.297,0.369,0.6659999999999999,0.003424657534246575,0.0
martibu01,1049.0,2743.0,245.0,618.0,128.0,10.0,58.0,321.0,5.0,10.0,419.0,59.0,243.0,91.0,940.0,196.0,0.225,0.28,0.34299999999999997,0.623,0.0,0.0
martica01,1003.0,2906.0,350.0,713.0,134.0,7.0,108.0,424.0,10.0,16.0,528.0,72.0,440.0,35.0,1185.0,249.0,0.245,0.341,0.408,0.7490000000000001,0.0,0.0
martica02,465.0,1485.0,145.0,383.0,63.0,6.0,25.0,161.0,10.0,10.0,209.0,45.0,90.0,22.0,533.0,94.0,0.258,0.29600000000000004,0.359,0.655,,
martich01,158.0,429.0,58.0,111.0,22.0,2.0,18.0,58.0,1.0,2.0,102.0,11.0,54.0,5.0,191.0,42.0,0.259,0.33799999999999997,0.445,0.7829999999999999,,
martida01,1919.0,5795.0,795.0,1599.0,238.0,72.0,91.0,580.0,183.0,94.0,893.0,84.0,642.0,90.0,2254.0,401.0,0.276,0.34299999999999997,0.389,0.732,0.0,0.0
martido02,15.0,22.0,4.0,9.0,0.0,0.0,2.0,6.0,0.0,0.0,8.0,0.0,1.0,0.0,15.0,2.0,0.409,0.435,0.682,1.117,,
martied01,2055.0,7213.0,1219.0,2247.0,514.0,15.0,309.0,1261.0,49.0,30.0,1202.0,190.0,1485.0,87.0,3718.0,838.0,0.312,0.425,0.515,0.94,0.4340909090909091,0.0
martife01,239.0,641.0,77.0,137.0,26.0,7.0,3.0,39.0,18.0,9.0,143.0,15.0,67.0,23.0,186.0,36.0,0.214,0.27899999999999997,0.29,0.569,,
martife02,99.0,282.0,28.0,58.0,15.0,1.0,9.0,29.0,2.0,2.0,72.0,1.0,25.0,3.0,102.0,25.0,0.20600000000000002,0.268,0.36200000000000004,0.63,,
martifr01,20.0,66.0,6.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,2.0,0.242,0.275,0.273,0.5479999999999999,,
martige01,9.0,11.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,0.364,0.364,0.727,1.091,,
martigr01,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,,
martihe01,607.0,2257.0,331.0,643.0,135.0,29.0,28.0,215.0,33.0,3.0,207.0,32.0,260.0,30.0,920.0,192.0,0.285,0.355,0.408,0.763,,
martihe02,7.0,15.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,1.0,4.0,0.0,2.0,0.0,7.0,1.0,0.267,0.353,0.467,0.82,,
martija01,187.0,608.0,66.0,144.0,13.0,4.0,0.0,43.0,20.0,0.0,36.0,0.0,77.0,24.0,165.0,17.0,0.237,0.312,0.271,0.583,,
martijc01,908.0,2189.0,189.0,487.0,82.0,12.0,32.0,230.0,9.0,8.0,299.0,36.0,271.0,39.0,689.0,126.0,0.222,0.303,0.315,0.618,0.0,0.0
martijd02,533.0,1936.0,237.0,533.0,107.0,8.0,85.0,304.0,11.0,8.0,530.0,49.0,170.0,17.0,911.0,200.0,0.275,0.331,0.47100000000000003,0.802,,
martije01,1018.0,2652.0,337.0,666.0,130.0,17.0,85.0,345.0,38.0,23.0,574.0,60.0,243.0,29.0,1085.0,232.0,0.251,0.311,0.409,0.72,0.0,0.0
martijo01,79.0,292.0,29.0,64.0,10.0,9.0,0.0,14.0,2.0,0.0,0.0,0.0,13.0,12.0,92.0,19.0,0.21899999999999997,0.243,0.315,0.5579999999999999,,
martijo03,8.0,15.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,5.0,1.0,0.267,0.294,0.33299999999999996,0.627,,
martijo04,96.0,188.0,21.0,46.0,6.0,0.0,1.0,16.0,1.0,3.0,37.0,5.0,11.0,2.0,55.0,7.0,0.245,0.284,0.293,0.5770000000000001,,
martile01,429.0,1332.0,168.0,339.0,52.0,15.0,20.0,120.0,84.0,26.0,300.0,17.0,103.0,30.0,481.0,87.0,0.255,0.302,0.361,0.6629999999999999,,
martilu02,32.0,77.0,8.0,14.0,1.0,1.0,1.0,10.0,1.0,0.0,18.0,0.0,12.0,0.0,20.0,3.0,0.182,0.292,0.26,0.552,,
martima01,436.0,945.0,97.0,230.0,19.0,11.0,0.0,57.0,7.0,8.0,107.0,24.0,79.0,20.0,271.0,30.0,0.243,0.29600000000000004,0.287,0.583,,
martima02,232.0,564.0,74.0,138.0,25.0,12.0,8.0,53.0,23.0,10.0,111.0,10.0,33.0,15.0,211.0,45.0,0.245,0.27899999999999997,0.374,0.653,,
martimi01,8.0,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,0.077,0.25,0.154,0.40399999999999997,,
martimi02,204.0,433.0,49.0,81.0,11.0,2.0,5.0,38.0,4.0,1.0,93.0,8.0,31.0,11.0,111.0,18.0,0.187,0.23600000000000002,0.256,0.49200000000000005,,
martino01,354.0,880.0,116.0,245.0,32.0,6.0,7.0,89.0,23.0,9.0,123.0,24.0,38.0,20.0,310.0,45.0,0.278,0.302,0.35200000000000004,0.654,,
martios01,34.0,66.0,8.0,17.0,4.0,1.0,0.0,3.0,1.0,0.0,15.0,1.0,4.0,1.0,23.0,5.0,0.258,0.29600000000000004,0.348,0.644,,
martipa03,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.33299999999999996,0.5,0.833,,
martipe01,1189.0,4117.0,754.0,1227.0,270.0,75.0,59.0,501.0,146.0,0.0,438.0,44.0,382.0,22.0,1824.0,404.0,0.298,0.35600000000000004,0.44299999999999995,0.799,0.17293233082706766,0.0
martira03,798.0,1952.0,223.0,512.0,98.0,10.0,29.0,242.0,10.0,7.0,267.0,46.0,199.0,69.0,717.0,137.0,0.262,0.32,0.36700000000000005,0.687,0.0,0.0
martiru01,1292.0,4441.0,626.0,1141.0,214.0,9.0,142.0,617.0,97.0,45.0,838.0,157.0,709.0,39.0,1799.0,365.0,0.257,0.35700000000000004,0.405,0.762,,
martisa01,218.0,564.0,39.0,130.0,32.0,4.0,6.0,51.0,1.0,0.0,147.0,9.0,43.0,4.0,188.0,42.0,0.23,0.28300000000000003,0.33299999999999996,0.616,,
martist01,722.0,2237.0,322.0,599.0,112.0,24.0,16.0,183.0,36.0,0.0,185.0,41.0,198.0,46.0,807.0,152.0,0.268,0.321,0.361,0.682,,
martite01,657.0,1480.0,165.0,355.0,50.0,16.0,7.0,108.0,29.0,20.0,213.0,36.0,75.0,31.0,458.0,73.0,0.24,0.271,0.309,0.58,0.0,0.0
martiti02,2023.0,7111.0,1008.0,1925.0,365.0,21.0,339.0,1271.0,27.0,20.0,1069.0,191.0,941.0,94.0,3349.0,725.0,0.271,0.35200000000000004,0.47100000000000003,0.823,0.010327022375215149,0.0
martito01,73.0,175.0,13.0,30.0,5.0,0.0,0.0,10.0,2.0,3.0,26.0,5.0,6.0,5.0,35.0,5.0,0.171,0.19399999999999998,0.2,0.39399999999999996,,
martivi01,1579.0,5885.0,779.0,1776.0,364.0,3.0,200.0,991.0,7.0,7.0,689.0,211.0,758.0,74.0,2746.0,567.0,0.302,0.377,0.467,0.8440000000000001,,
martybo01,154.0,358.0,35.0,94.0,12.0,11.0,3.0,35.0,2.0,7.0,56.0,4.0,45.0,4.0,137.0,26.0,0.263,0.342,0.38299999999999995,0.725,,
martyjo01,538.0,1832.0,223.0,478.0,78.0,22.0,44.0,222.0,14.0,0.0,187.0,61.0,152.0,39.0,732.0,144.0,0.261,0.311,0.4,0.711,,
martzga01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
marzajo01,301.0,794.0,79.0,191.0,45.0,2.0,11.0,72.0,0.0,2.0,138.0,17.0,58.0,20.0,273.0,58.0,0.24100000000000002,0.28600000000000003,0.344,0.63,0.0,0.0
mashocl01,241.0,419.0,58.0,87.0,15.0,1.0,8.0,47.0,11.0,4.0,102.0,7.0,47.0,22.0,128.0,24.0,0.20800000000000002,0.275,0.305,0.58,,
mashoda01,185.0,482.0,88.0,120.0,23.0,3.0,8.0,41.0,10.0,4.0,135.0,10.0,85.0,11.0,173.0,34.0,0.249,0.355,0.359,0.7140000000000001,,
masiph01,1229.0,3468.0,420.0,917.0,164.0,31.0,47.0,417.0,45.0,1.0,311.0,107.0,420.0,58.0,1284.0,242.0,0.264,0.33899999999999997,0.37,0.7090000000000001,0.0,0.0
maskrha01,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
maskrle01,418.0,1601.0,190.0,360.0,52.0,26.0,2.0,94.0,4.0,0.0,0.0,0.0,67.0,0.0,470.0,80.0,0.225,0.256,0.294,0.55,,
masonch01,21.0,82.0,7.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,0.183,0.183,0.183,0.366,,
masondo01,336.0,696.0,102.0,143.0,16.0,3.0,3.0,27.0,8.0,11.0,80.0,15.0,70.0,13.0,174.0,22.0,0.205,0.273,0.25,0.523,,
masonji01,634.0,1584.0,140.0,322.0,53.0,12.0,12.0,114.0,2.0,8.0,316.0,33.0,127.0,47.0,435.0,77.0,0.203,0.255,0.275,0.53,0.0,0.0
massago01,8.0,17.0,2.0,7.0,1.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,8.0,1.0,0.41200000000000003,0.524,0.47100000000000003,0.995,,
massebi01,13.0,53.0,7.0,15.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,0.0,18.0,3.0,0.28300000000000003,0.321,0.34,0.6609999999999999,,
massemi01,31.0,91.0,12.0,18.0,0.0,0.0,0.0,2.0,2.0,0.0,15.0,0.0,16.0,7.0,18.0,0.0,0.198,0.298,0.198,0.496,,
massero01,66.0,203.0,20.0,59.0,6.0,2.0,0.0,18.0,1.0,0.0,20.0,0.0,23.0,4.0,69.0,8.0,0.29100000000000004,0.35700000000000004,0.34,0.6970000000000001,,
masteda01,71.0,198.0,21.0,47.0,12.0,0.0,3.0,21.0,1.0,2.0,19.0,7.0,19.0,2.0,68.0,15.0,0.237,0.301,0.34299999999999997,0.644,,
mastrda01,129.0,273.0,34.0,58.0,5.0,2.0,4.0,24.0,24.0,4.0,79.0,10.0,24.0,9.0,79.0,11.0,0.212,0.268,0.289,0.557,,
matavi01,36.0,77.0,9.0,24.0,5.0,0.0,1.0,6.0,1.0,1.0,12.0,1.0,1.0,5.0,32.0,6.0,0.312,0.301,0.41600000000000004,0.7170000000000001,,
matchto01,292.0,826.0,63.0,178.0,21.0,6.0,4.0,64.0,6.0,6.0,148.0,20.0,52.0,8.0,223.0,31.0,0.215,0.26,0.27,0.53,,
mateohe01,190.0,257.0,39.0,60.0,8.0,2.0,1.0,10.0,15.0,4.0,57.0,2.0,21.0,3.0,75.0,11.0,0.233,0.28800000000000003,0.292,0.58,,
mateoru01,295.0,876.0,106.0,219.0,44.0,6.0,21.0,89.0,11.0,1.0,189.0,19.0,72.0,6.0,338.0,71.0,0.25,0.305,0.386,0.691,,
matheed01,2391.0,8537.0,1509.0,2315.0,354.0,72.0,512.0,1453.0,68.0,39.0,1487.0,123.0,1577.0,94.0,4349.0,938.0,0.271,0.381,0.509,0.89,0.7941952506596306,1.0
mathejo01,32.0,99.0,10.0,27.0,3.0,0.0,0.0,6.0,1.0,0.0,11.0,0.0,10.0,1.0,30.0,3.0,0.273,0.336,0.303,0.639,,
mathejo02,229.0,493.0,49.0,108.0,26.0,0.0,14.0,49.0,7.0,4.0,112.0,9.0,40.0,8.0,176.0,40.0,0.21899999999999997,0.27399999999999997,0.35700000000000004,0.631,,
mathemi01,1305.0,3877.0,353.0,925.0,190.0,9.0,67.0,443.0,8.0,14.0,795.0,97.0,365.0,99.0,1334.0,266.0,0.239,0.297,0.344,0.6409999999999999,0.0,0.0
mathene01,306.0,978.0,93.0,218.0,39.0,14.0,22.0,98.0,8.0,12.0,248.0,28.0,104.0,7.0,351.0,75.0,0.223,0.29600000000000004,0.359,0.655,,
mathije01,666.0,1912.0,192.0,371.0,79.0,3.0,43.0,219.0,9.0,8.0,593.0,23.0,174.0,69.0,585.0,125.0,0.19399999999999998,0.253,0.306,0.5589999999999999,,
mathiji01,29.0,91.0,12.0,24.0,2.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,15.0,6.0,28.0,3.0,0.264,0.348,0.308,0.6559999999999999,,
matiajo01,58.0,117.0,7.0,22.0,2.0,0.0,2.0,6.0,1.0,0.0,22.0,2.0,5.0,0.0,30.0,4.0,0.188,0.221,0.256,0.47700000000000004,,
matosfr01,14.0,28.0,1.0,7.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,8.0,1.0,0.25,0.267,0.28600000000000003,0.5529999999999999,,
matosju01,104.0,242.0,26.0,59.0,4.0,0.0,4.0,26.0,2.0,1.0,45.0,7.0,12.0,5.0,75.0,8.0,0.244,0.27399999999999997,0.31,0.584,,
matoslu01,508.0,1605.0,212.0,410.0,84.0,9.0,30.0,140.0,72.0,24.0,297.0,32.0,138.0,32.0,602.0,123.0,0.255,0.309,0.375,0.684,,
matospa01,6.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.125,0.125,0.125,0.25,,
matrada01,7.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.16699999999999998,0.16699999999999998,0.667,0.8340000000000001,,
matsuhi01,1236.0,4442.0,656.0,1253.0,249.0,12.0,175.0,760.0,13.0,9.0,689.0,106.0,603.0,46.0,2051.0,436.0,0.282,0.365,0.462,0.8270000000000001,,
matsuka01,630.0,2302.0,330.0,615.0,124.0,20.0,32.0,211.0,102.0,18.0,403.0,14.0,199.0,63.0,875.0,176.0,0.267,0.317,0.38,0.6970000000000001,,
matthbo01,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.33299999999999996,0.6,0.33299999999999996,0.9329999999999999,,
