player_id,w,l,g,cg,sho,sv,ipouts,h,er,hr,so,BB,ERA,WHIP,BAA,K/9,BB/9,K/BB,VOTE%,inducted
jonesto02,58,63,982,0,0,319,3216.0,1072,473,93,868,543.0,3.97,1.507,0.264,7.29,4.56,1.6,0.0,0.0
jonnacl01,14,12,137,2,0,17,1048.0,372,147,20,160,128.0,3.79,1.431,0.263,4.12,3.3,1.25,0.0,0.0
jordach01,0,0,2,0,0,0,14.0,9,4,0,3,2.0,7.71,2.3569999999999998,-4.5,5.79,3.86,1.5,0.0,0.0
jordaha01,1,2,3,3,0,0,78.0,34,12,0,5,8.0,4.15,1.615,-4.25,1.73,2.77,0.62,0.0,0.0
jordami02,0,1,8,0,0,0,51.0,26,11,3,4,5.0,5.82,1.824,0.35600000000000004,2.12,2.65,0.8,0.0,0.0
jordani01,2,4,8,2,1,0,129.0,49,20,5,13,11.0,4.19,1.395,0.285,2.72,2.3,1.18,0.0,0.0
jordari01,0,0,5,0,0,0,49.0,19,12,3,3,5.0,6.61,1.469,0.358,1.65,2.76,0.6,0.0,0.0
jordari03,5,4,69,0,0,1,211.0,71,41,6,47,54.0,5.25,1.777,0.264,6.01,6.91,0.87,0.0,0.0
jordata01,1,8,18,0,0,0,283.0,113,47,6,57,31.0,4.48,1.527,0.297,5.44,2.96,1.84,0.0,0.0
jorgeor01,21,27,144,11,0,5,1489.0,571,259,40,149,253.0,4.7,1.66,0.284,2.7,4.59,0.59,0.0,0.0
jossad01,160,97,286,234,45,5,6981.0,1888,488,19,920,424.0,1.89,0.9940000000000001,0.215,3.56,1.64,2.17,0.0,0.0
joycebo01,6,9,44,3,0,0,505.0,235,116,16,49,58.0,6.2,1.7409999999999999,0.32,2.62,3.1,0.84,0.0,0.0
joycedi01,0,1,5,0,0,0,39.0,12,4,0,7,4.0,2.77,1.2309999999999999,0.235,4.85,2.77,1.75,0.0,0.0
joycemi01,2,1,31,0,0,2,162.0,53,26,3,16,26.0,4.33,1.463,0.254,2.67,4.33,0.62,0.0,0.0
juddmi01,4,3,28,0,0,0,225.0,91,60,14,61,44.0,7.2,1.8,0.299,7.32,5.28,1.39,0.0,0.0
juddos01,40,51,161,43,4,7,2314.0,744,334,24,304,407.0,3.9,1.492,0.25,3.55,4.75,0.75,0.0,0.0
juddra01,3,0,21,0,0,1,187.0,70,23,4,23,16.0,3.32,1.38,0.28,3.32,2.31,1.44,0.0,0.0
judenje01,27,32,147,6,0,0,1599.0,510,285,73,441,287.0,4.81,1.495,0.247,7.45,4.85,1.54,0.0,0.0
judsoho01,17,37,207,8,0,14,1845.0,619,293,60,204,330.0,4.29,1.5430000000000001,0.26,2.99,4.83,0.62,0.0,0.0
juliojo01,17,34,453,0,0,99,1401.0,437,230,65,448,273.0,4.43,1.52,0.247,8.63,5.26,1.64,0.0,0.0
jungeer01,2,0,10,0,0,0,61.0,19,5,1,16,6.0,2.21,1.23,0.25,7.08,2.66,2.67,0.0,0.0
jungeke01,1,0,25,0,0,0,147.0,56,37,5,21,35.0,6.8,1.857,0.28300000000000003,3.86,6.43,0.6,0.0,0.0
jungmta01,9,8,21,1,0,0,358.0,106,50,11,107,56.0,3.77,1.358,0.242,8.07,4.22,1.91,0.0,0.0
jurisal01,15,22,104,13,3,5,1165.0,344,183,38,177,197.0,4.24,1.393,0.237,4.1,4.57,0.9,0.0,0.0
jurrjja01,53,38,130,2,1,0,2302.0,761,317,70,514,300.0,3.72,1.383,0.263,6.03,3.52,1.71,0.0,0.0
juulhe01,0,0,1,0,0,0,12.0,3,2,0,2,4.0,4.5,1.75,0.231,4.5,9.0,0.5,0.0,0.0
juulhe02,0,3,9,0,0,0,87.0,26,20,0,16,32.0,6.21,2.0,-0.812,4.97,9.93,0.5,0.0,0.0
kaatji01,283,237,898,180,31,18,13591.0,4620,1738,395,2461,1321.0,3.45,1.311,0.261,4.89,2.62,1.86,0.2955082742316785,0.0
kahlege01,32,43,109,41,5,2,1883.0,631,221,3,285,302.0,3.17,1.486,0.27399999999999997,4.09,4.33,0.94,0.0,0.0
kahnlto01,2,2,90,0,0,2,306.0,82,50,10,102,63.0,4.41,1.422,0.222,9.0,5.56,1.62,0.0,0.0
kaisedo01,6,15,58,6,1,0,722.0,255,111,21,108,98.0,4.15,1.4669999999999999,0.271,4.04,3.66,1.1,0.0,0.0
kaisege01,32,25,78,36,6,2,1610.0,534,160,9,150,171.0,2.68,1.314,0.266,2.52,2.87,0.88,0.0,0.0
kalfabi01,1,0,3,1,0,0,36.0,10,4,0,9,10.0,3.0,1.6669999999999998,0.22699999999999998,6.75,7.5,0.9,0.0,0.0
kalliru01,9,18,49,10,2,1,667.0,234,103,0,75,96.0,4.17,1.484,0.268,3.04,3.89,0.78,0.0,0.0
kamiesc01,53,59,250,8,0,5,2927.0,1006,490,105,542,512.0,4.52,1.556,0.26899999999999996,5.0,4.72,1.06,0.0,0.0
kampik01,2,5,25,1,0,0,196.0,77,37,0,24,40.0,5.1,1.791,0.294,3.31,5.51,0.6,0.0,0.0
kaneha01,2,7,15,7,1,0,258.0,100,46,2,43,54.0,4.81,1.791,0.431,4.5,5.65,0.8,0.0,0.0
kantler01,13,29,87,20,5,5,1197.0,344,126,2,141,168.0,2.84,1.2830000000000001,0.22899999999999998,3.18,3.79,0.84,0.0,0.0
kargeed01,48,67,165,81,9,3,3275.0,1012,338,12,415,349.0,2.79,1.247,0.24600000000000002,3.42,2.88,1.19,0.0,0.0
karlan01,18,23,191,1,0,26,1268.0,451,165,16,107,135.0,3.51,1.386,0.271,2.28,2.87,0.79,0.0,0.0
karlsc01,54,56,178,5,1,0,3006.0,1164,536,120,513,420.0,4.81,1.581,0.29,4.61,3.77,1.22,0.0,0.0
karnsbi01,1,0,3,1,0,0,51.0,30,12,0,5,9.0,6.35,2.294,-3.333,2.65,4.76,0.56,0.0,0.0
karnsna01,8,7,32,0,0,0,513.0,156,76,27,169,75.0,4.0,1.351,0.24100000000000002,8.89,3.95,2.25,0.0,0.0
karrbe01,35,48,177,29,1,5,2341.0,921,399,43,180,280.0,4.6,1.5390000000000001,0.29100000000000004,2.08,3.23,0.64,0.0,0.0
karsast01,32,39,357,1,0,41,1810.0,636,269,59,458,260.0,4.01,1.485,0.27399999999999997,6.83,3.88,1.76,0.0,0.0
karstje01,26,40,138,2,2,0,1777.0,636,292,80,330,180.0,4.44,1.3780000000000001,0.27899999999999997,5.01,2.73,1.83,0.0,0.0
kashita01,3,1,35,0,0,0,94.0,35,15,4,19,21.0,4.31,1.787,0.282,5.46,6.03,0.9,0.0,0.0
katolja01,17,22,47,35,0,0,1083.0,432,133,8,90,104.0,3.32,1.485,-4.154,2.24,2.59,0.87,0.0,0.0
katzbo01,0,1,6,0,0,0,55.0,17,8,0,4,7.0,3.93,1.3090000000000002,0.25,1.96,3.44,0.57,0.0,0.0
kaufmto01,64,62,202,71,9,12,3259.0,1198,505,81,345,407.0,4.18,1.4769999999999999,0.27699999999999997,2.86,3.37,0.85,0.0,0.0
kawakke01,8,22,50,0,0,1,731.0,251,117,25,164,112.0,4.32,1.49,0.273,6.06,4.14,1.46,0.0,0.0
kazmisc01,98,90,272,3,1,0,4660.0,1463,683,169,1474,703.0,3.96,1.3940000000000001,0.248,8.54,4.07,2.1,0.0,0.0
keaglgr01,6,16,46,0,0,0,515.0,208,129,27,128,129.0,6.76,1.963,0.297,6.71,6.76,0.99,0.0,0.0
kealest01,8,5,139,1,1,11,643.0,219,102,22,126,83.0,4.28,1.409,0.263,5.29,3.49,1.52,0.0,0.0
keased01,3,3,6,6,0,0,153.0,53,13,1,18,12.0,2.29,1.275,-4.417,3.18,2.12,1.5,0.0,0.0
keatibo01,0,1,1,1,0,0,27.0,16,11,0,0,6.0,11.0,2.444,0.37200000000000005,0.0,6.0,0.0,0.0,0.0
keatira01,30,51,130,50,4,1,2255.0,706,275,13,349,310.0,3.29,1.3519999999999999,0.252,4.18,3.71,1.13,0.0,0.0
keckca01,10,12,62,6,1,3,654.0,222,85,9,43,69.0,3.51,1.335,0.259,1.78,2.85,0.62,0.0,0.0
keefebo01,16,21,75,15,0,8,1082.0,334,126,8,154,137.0,3.14,1.306,0.24600000000000002,3.84,3.42,1.12,0.0,0.0
keefeda01,9,17,97,12,1,1,1061.0,403,163,23,126,124.0,4.15,1.49,0.284,3.21,3.16,1.02,0.0,0.0
keefege01,20,48,78,68,1,1,1849.0,721,346,20,213,370.0,5.05,1.77,0.299,3.11,5.4,0.58,0.0,0.0
keefejo01,17,24,43,36,2,0,1057.0,355,169,9,120,165.0,4.32,1.476,0.28,3.07,4.21,0.73,0.0,0.0
keefeti01,342,225,600,554,39,2,15143.0,4439,1472,81,2562,1316.0,2.62,1.14,0.226,4.57,2.35,1.95,0.0,0.0
keegabo01,40,36,135,29,6,5,1934.0,668,262,70,198,250.0,3.66,1.4240000000000002,0.265,2.76,3.49,0.79,0.0,0.0
keegaed01,0,3,13,0,0,1,69.0,31,23,3,11,25.0,9.0,2.435,0.32299999999999995,4.3,9.78,0.44,0.0,0.0
keelebu01,6,11,30,12,1,1,530.0,185,65,3,68,54.0,3.31,1.3530000000000002,0.264,3.46,2.75,1.26,0.0,0.0
keenaji02,1,2,16,0,0,0,106.0,51,25,3,9,17.0,6.37,1.925,0.342,2.29,4.33,0.53,0.0,0.0
keenaki01,0,1,1,1,0,0,24.0,6,0,0,5,4.0,0.0,1.25,-1.5,5.62,4.5,1.25,0.0,0.0
keeneha01,3,11,16,11,0,0,340.0,144,74,5,28,39.0,5.88,1.615,-3.6919999999999997,2.22,3.1,0.72,0.0,0.0
keenejo01,0,1,2,0,0,0,13.0,7,5,0,1,9.0,10.38,3.6919999999999997,0.389,2.08,18.69,0.11,0.0,0.0
keenvi01,42,44,165,41,1,6,2245.0,828,342,56,202,262.0,4.11,1.4569999999999999,0.28,2.43,3.15,0.77,0.0,0.0
keffefr01,1,1,2,1,0,0,48.0,15,10,0,4,9.0,5.62,1.5,-1.6669999999999998,2.25,5.06,0.44,0.0,0.0
kehnch01,0,0,3,0,0,0,23.0,8,6,2,3,4.0,7.04,1.565,0.267,3.52,4.7,0.75,0.0,0.0
keifeka01,1,0,1,1,0,0,27.0,6,2,0,2,2.0,2.0,0.889,0.17600000000000002,2.0,2.0,1.0,0.0,0.0
keislra01,4,4,55,0,0,0,452.0,174,111,32,100,89.0,6.63,1.746,0.28800000000000003,5.97,5.32,1.12,0.0,0.0
kekicmi01,39,51,235,8,1,6,2582.0,875,439,80,497,488.0,4.59,1.584,0.265,5.2,5.1,1.02,0.0,0.0
kelbge01,0,1,3,1,0,0,49.0,23,8,0,8,5.0,4.41,1.714,-4.6,4.41,2.76,1.6,0.0,0.0
kelleal01,0,1,6,0,0,0,30.0,11,7,0,1,10.0,6.3,2.1,0.268,0.9,9.0,0.1,0.0,0.0
kelledi01,18,30,188,5,5,5,1559.0,453,196,39,369,255.0,3.39,1.3619999999999999,0.23399999999999999,6.39,4.42,1.45,0.0,0.0
kelleha01,42,47,146,43,3,5,2029.0,812,365,51,230,254.0,4.86,1.5759999999999998,0.292,3.06,3.38,0.91,0.0,0.0
kelleha02,4,9,50,4,1,0,404.0,174,89,5,49,92.0,5.95,1.975,0.31,3.27,6.15,0.53,0.0,0.0
kellero01,0,1,9,0,0,0,64.0,25,8,3,12,7.0,3.38,1.5,0.301,5.06,2.95,1.71,0.0,0.0
kelleto01,20,22,104,9,1,0,1224.0,400,170,38,234,225.0,3.75,1.5319999999999998,0.259,5.16,4.96,1.04,0.0,0.0
kellnal01,101,112,321,99,9,5,5548.0,1925,906,184,816,795.0,4.41,1.4709999999999999,0.266,3.97,3.87,1.03,0.0,0.0
kellnwa01,0,0,3,0,0,1,21.0,5,5,0,6,8.0,6.43,1.857,0.2,7.71,10.29,0.75,0.0,0.0
kelloal01,0,2,3,2,0,0,51.0,20,11,1,8,10.0,5.82,1.765,0.294,4.24,5.29,0.8,0.0,0.0
kelluwi01,20,16,48,32,2,2,1040.0,337,123,5,97,77.0,3.19,1.194,0.25,2.52,2.0,1.26,0.0,0.0
kellybo01,12,18,123,7,2,2,1086.0,374,181,28,146,159.0,4.5,1.472,0.264,3.63,3.95,0.92,0.0,0.0
kellyca01,2,5,9,0,0,0,121.0,58,30,6,33,17.0,6.69,1.86,0.337,7.36,3.79,1.94,0.0,0.0
kellyed01,0,0,3,0,0,0,7.0,1,0,0,4,1.0,0.0,0.857,0.1,15.43,3.86,4.0,0.0,0.0
kellyhe01,1,3,10,2,0,0,110.0,34,12,1,12,12.0,2.95,1.255,0.24100000000000002,2.95,2.95,1.0,0.0,0.0
kellyjo05,31,22,103,0,0,0,1385.0,469,196,43,330,198.0,3.82,1.445,0.265,6.43,3.86,1.67,0.0,0.0
kellymi01,0,0,4,0,0,0,20.0,9,7,0,2,5.0,9.45,2.1,0.321,2.7,6.75,0.4,0.0,0.0
kellyre02,0,0,1,0,0,0,21.0,7,2,0,1,4.0,2.57,1.571,0.24100000000000002,1.29,5.14,0.25,0.0,0.0
kelsobi01,12,5,119,1,1,12,603.0,171,70,16,162,118.0,3.13,1.4380000000000002,0.233,7.25,5.28,1.37,0.0,0.0
kemmeru01,43,59,302,24,2,8,3200.0,1144,529,103,505,427.0,4.46,1.473,0.272,4.26,3.6,1.18,0.0,0.0
kemnedu01,0,0,9,0,0,1,46.0,19,13,0,10,8.0,7.63,1.761,0.302,5.87,4.7,1.25,0.0,0.0
kendrky01,81,81,253,4,2,0,3843.0,1406,659,176,702,460.0,4.63,1.4569999999999999,0.282,4.93,3.23,1.53,0.0,0.0
kennaed01,1,1,2,1,0,0,51.0,19,10,1,5,12.0,5.29,1.824,-1.5830000000000002,2.65,6.35,0.42,0.0,0.0
kennebi01,1,3,31,1,0,5,191.0,71,48,3,23,44.0,6.79,1.806,0.278,3.25,6.22,0.52,0.0,0.0
kennebi02,15,28,172,6,0,11,1394.0,497,244,34,256,302.0,4.73,1.72,0.27,4.96,5.85,0.85,0.0,0.0
kennebr01,187,159,405,293,13,9,9063.0,3276,1329,93,797,1232.0,3.96,1.492,-4.68,2.37,3.67,0.65,0.0,0.0
kenneia01,75,68,206,2,1,0,3704.0,1163,546,153,1140,485.0,3.98,1.335,0.25,8.31,3.54,2.35,0.0,0.0
kennejo04,43,61,222,7,2,2,2726.0,1001,484,105,558,413.0,4.79,1.556,0.28300000000000003,5.53,4.09,1.35,0.0,0.0
kennemo01,42,55,249,48,7,4,2883.0,928,410,67,411,515.0,3.84,1.5019999999999998,0.249,3.85,4.82,0.8,0.0,0.0
kennete01,12,21,33,31,0,0,850.0,340,136,10,118,118.0,4.32,1.6159999999999999,0.28600000000000003,3.75,3.75,1.0,0.0,0.0
kenneve01,104,132,344,126,7,5,6077.0,2173,1052,130,691,1073.0,4.67,1.6019999999999999,0.272,3.07,4.77,0.64,0.0,0.0
kensilo01,10,10,154,0,0,2,531.0,187,114,30,157,116.0,5.8,1.712,0.275,7.98,5.9,1.35,0.0,0.0
kented01,0,1,1,1,0,0,27.0,14,6,0,4,4.0,6.0,2.0,0.298,4.0,4.0,1.0,0.0,0.0
kentma01,5,5,23,2,1,0,301.0,112,52,3,25,50.0,4.66,1.615,0.278,2.24,4.49,0.5,0.0,0.0
keougma02,58,84,215,53,7,0,3570.0,1190,552,132,590,551.0,4.17,1.463,0.258,4.46,4.17,1.07,0.0,0.0
keppebo01,1,5,49,0,0,0,277.0,114,55,11,53,49.0,5.36,1.765,0.314,5.17,4.78,1.08,0.0,0.0
kepshku01,16,15,51,2,2,0,811.0,263,125,25,144,126.0,4.16,1.439,0.255,4.79,4.19,1.14,0.0,0.0
kerfech01,18,9,123,0,0,9,605.0,189,95,12,155,131.0,4.24,1.587,0.25,6.92,5.85,1.18,0.0,0.0
keriagu01,2,5,28,2,0,0,221.0,81,46,8,42,42.0,5.62,1.67,0.276,5.13,5.13,1.0,0.0,0.0
kerksbi01,0,2,23,1,0,0,188.0,81,50,13,13,32.0,7.18,1.8030000000000002,0.314,1.87,4.6,0.41,0.0,0.0
kernji01,53,57,416,1,0,88,2380.0,670,293,35,651,534.0,3.32,1.518,0.23199999999999998,7.39,6.06,1.22,0.0,0.0
kerrdi01,53,34,140,54,7,6,2434.0,876,346,24,235,268.0,3.84,1.41,0.276,2.61,2.97,0.88,0.0,0.0
kerrijo01,8,12,131,0,0,15,660.0,221,95,17,107,112.0,3.89,1.514,0.263,4.38,4.58,0.96,0.0,0.0
kershcl01,114,56,244,21,12,0,4833.0,1198,435,97,1746,519.0,2.43,1.0659999999999998,0.20800000000000002,9.75,2.9,3.36,0.0,0.0
kesteri01,0,0,21,0,0,0,122.0,49,27,4,31,22.0,5.98,1.746,0.293,6.86,4.87,1.41,0.0,0.0
ketchgu01,0,1,6,0,0,0,48.0,19,10,2,4,9.0,5.62,1.75,0.292,2.25,5.06,0.44,0.0,0.0
keuchda01,41,35,109,9,3,0,2013.0,649,267,62,523,211.0,3.58,1.2819999999999998,0.256,7.01,2.83,2.48,0.0,0.0
keupphe01,8,20,42,12,1,0,639.0,256,101,3,70,53.0,4.27,1.4509999999999998,0.29100000000000004,2.96,2.24,1.32,0.0,0.0
keyji01,186,117,470,34,13,10,7775.0,2518,1010,254,1538,735.0,3.51,1.255,0.252,5.34,2.55,2.09,0.005928853754940711,0.0
kickhmi01,0,3,14,0,0,0,91.0,54,37,9,30,13.0,10.98,2.209,0.375,8.9,3.86,2.31,0.0,0.0
kidama01,1,1,65,0,0,1,287.0,114,62,9,68,48.0,5.83,1.693,0.297,6.4,4.52,1.42,0.0,0.0
kiefejo01,0,5,15,0,0,0,149.0,56,34,2,9,34.0,6.16,1.8119999999999998,0.27699999999999997,1.63,6.16,0.26,0.0,0.0
kielyle01,26,27,209,8,1,29,1569.0,562,196,39,212,214.0,3.37,1.484,0.273,3.65,3.68,0.99,0.0,0.0
kileda01,133,119,359,28,9,0,6496.0,2135,992,214,1668,1076.0,4.12,1.483,0.257,6.93,4.47,1.55,0.014112903225806453,0.0
kilgupa01,21,34,163,5,3,4,1636.0,546,254,52,251,226.0,4.19,1.416,0.257,4.14,3.73,1.11,0.0,0.0
kilkemi01,23,18,139,12,4,4,1230.0,387,202,39,301,241.0,4.43,1.5319999999999998,0.245,6.61,5.29,1.25,0.0,0.0
killefr01,164,131,321,253,13,0,7534.0,2730,1054,55,725,849.0,3.78,1.425,-5.747000000000001,2.6,3.04,0.85,0.0,0.0
killehe01,0,1,1,1,0,0,26.0,11,6,1,3,8.0,6.23,2.1919999999999997,-1.375,3.12,8.31,0.38,0.0,0.0
killied01,102,78,213,149,22,6,4795.0,1463,423,9,516,554.0,2.38,1.262,0.35700000000000004,2.91,3.12,0.93,0.0,0.0
killija01,4,2,14,1,0,0,183.0,65,24,0,28,46.0,3.54,1.82,0.302,4.13,6.79,0.61,0.0,0.0
kilroma01,141,133,303,264,19,0,7307.0,2445,939,53,1170,813.0,3.47,1.338,0.29100000000000004,4.32,3.0,1.44,0.0,0.0
kilromi01,0,3,4,1,0,0,57.0,27,19,2,4,9.0,9.0,1.895,-3.0,1.89,4.26,0.44,0.0,0.0
kimbaco01,1,0,12,0,0,0,42.0,8,3,0,11,12.0,1.93,1.429,0.174,7.07,7.71,0.92,0.0,0.0
kimbane01,11,9,94,4,0,5,707.0,219,99,8,88,119.0,3.78,1.4340000000000002,0.242,3.36,4.54,0.74,0.0,0.0
kimbeha01,1,4,34,2,0,0,253.0,107,44,12,21,49.0,4.7,1.85,0.299,2.24,5.23,0.43,0.0,0.0
kimbesa01,18,21,42,42,4,0,1108.0,379,163,7,126,92.0,3.97,1.275,0.251,3.07,2.24,1.37,0.0,0.0
kimbrcr01,19,12,355,0,0,225,1045.0,193,63,18,563,144.0,1.63,0.9670000000000001,0.159,14.55,3.72,3.91,0.0,0.0
kimby01,54,60,394,0,0,86,2523.0,781,413,94,806,491.0,4.42,1.5119999999999998,0.249,8.63,5.25,1.64,0.0,0.0
kimeha01,0,0,4,0,0,0,21.0,9,2,0,1,3.0,2.57,1.714,0.33299999999999996,1.29,3.86,0.33,0.0,0.0
kimsech01,24,29,198,2,0,17,1528.0,618,287,23,121,204.0,5.07,1.614,0.3,2.14,3.6,0.59,0.0,0.0
kimsu01,13,13,118,1,1,0,1011.0,396,199,44,211,174.0,5.31,1.6909999999999998,0.3,5.64,4.65,1.21,0.0,0.0
kindeel01,102,71,484,56,10,102,4439.0,1421,564,118,749,556.0,3.43,1.3359999999999999,0.247,4.56,3.38,1.35,0.01492537313432836,0.0
kingcl01,32,25,200,4,0,11,1488.0,524,228,58,150,197.0,4.14,1.454,0.27,2.72,3.57,0.76,0.0,0.0
kingcu01,6,2,68,0,0,2,244.0,91,31,5,42,39.0,3.43,1.598,0.28300000000000003,4.65,4.32,1.08,0.0,0.0
kingne01,7,5,95,0,0,6,520.0,193,69,17,72,69.0,3.58,1.5119999999999998,0.28800000000000003,3.74,3.58,1.04,0.0,0.0
kingra01,20,23,593,0,0,2,1233.0,376,158,34,278,215.0,3.46,1.4380000000000002,0.25,6.09,4.71,1.29,0.0,0.0
kingsi01,203,154,397,328,19,6,9572.0,3105,1126,69,1229,1015.0,3.18,1.291,0.442,3.47,2.86,1.21,0.0,0.0
kinnede01,4,9,97,0,0,6,463.0,153,78,12,75,94.0,4.55,1.6,0.263,4.37,5.48,0.8,0.0,0.0
kinnejo01,1,3,93,0,0,1,291.0,90,51,9,94,55.0,4.73,1.495,0.248,8.72,5.1,1.71,0.0,0.0
kinnema01,19,27,103,1,0,0,1169.0,442,229,60,297,193.0,5.29,1.63,0.289,6.86,4.46,1.54,0.0,0.0
kinnewa01,11,20,63,18,1,2,872.0,274,116,10,129,147.0,3.59,1.4480000000000002,0.253,3.99,4.55,0.88,0.0,0.0
kinseed01,1,4,13,4,0,0,201.0,81,26,0,21,22.0,3.49,1.537,0.314,2.82,2.96,0.95,0.0,0.0
kintzbr01,10,9,172,0,0,0,543.0,182,68,17,134,59.0,3.38,1.331,0.27,6.66,2.93,2.27,0.0,0.0
kinzema01,0,2,9,0,0,0,45.0,28,22,3,9,9.0,13.2,2.467,0.406,5.4,5.4,1.0,0.0,0.0
kinzyha01,0,1,13,1,0,0,103.0,38,19,1,12,35.0,4.98,2.126,0.284,3.15,9.17,0.34,0.0,0.0
kippebo01,27,37,271,1,1,11,1686.0,527,271,81,369,253.0,4.34,1.3880000000000001,0.245,5.91,4.05,1.46,0.0,0.0
kippeth01,3,4,55,0,0,1,297.0,128,58,12,35,52.0,5.27,1.818,0.317,3.18,4.73,0.67,0.0,0.0
kippfr01,6,7,47,0,0,0,340.0,119,64,18,64,57.0,5.08,1.5530000000000002,0.27399999999999997,5.08,4.53,1.12,0.0,0.0
kirbycl01,75,104,261,42,8,0,4644.0,1430,660,156,1061,800.0,3.84,1.4409999999999998,0.243,6.17,4.65,1.33,0.0,0.0
kirbyjo01,18,50,75,68,1,0,1834.0,640,278,13,200,262.0,4.09,1.475,0.28800000000000003,2.94,3.86,0.76,0.0,0.0
kirchmi01,2,2,14,1,0,0,144.0,69,32,0,9,12.0,6.0,1.6880000000000002,0.342,1.69,2.25,0.75,0.0,0.0
kisinru01,9,12,21,18,2,0,486.0,166,54,0,40,46.0,3.0,1.3090000000000002,0.259,2.22,2.56,0.87,0.0,0.0
kisonbr01,115,88,380,36,8,12,5429.0,1693,736,150,1073,788.0,3.66,1.371,0.24600000000000002,5.34,3.92,1.36,0.0,0.0
kissibi01,7,25,53,23,0,1,958.0,500,248,15,61,131.0,6.99,1.976,-3.8169999999999997,1.72,3.69,0.47,0.0,0.0
kitsofr01,128,117,303,210,19,8,6641.0,2328,781,52,729,569.0,3.18,1.3090000000000002,1.311,2.96,2.31,1.28,0.0,0.0
klaerhu01,0,2,3,1,0,0,52.0,24,21,4,9,16.0,10.9,2.3080000000000003,0.316,4.67,8.31,0.56,0.0,0.0
klagefr01,5,4,14,0,0,0,181.0,52,22,6,23,25.0,3.28,1.276,0.23199999999999998,3.43,3.73,0.92,0.0,0.0
klawial01,2,3,15,3,0,1,180.0,65,28,1,16,30.0,4.2,1.5830000000000002,0.28300000000000003,2.4,4.5,0.53,0.0,0.0
kleinha01,1,2,14,1,0,0,143.0,46,29,0,18,43.0,5.48,1.867,0.254,3.4,8.12,0.42,0.0,0.0
kleinnu01,1,1,9,1,0,0,100.0,44,18,1,14,10.0,4.86,1.62,0.32799999999999996,3.78,2.7,1.4,0.0,0.0
kleinte01,4,9,56,1,0,1,431.0,185,84,4,48,78.0,5.26,1.831,0.304,3.01,4.89,0.62,0.0,0.0
klepfed01,22,17,98,16,1,3,1343.0,457,140,3,165,143.0,2.81,1.34,0.273,3.32,2.87,1.15,0.0,0.0
kliemed01,26,28,222,10,2,33,1626.0,525,210,17,130,256.0,3.49,1.4409999999999998,0.255,2.16,4.25,0.51,0.0,0.0
klimkro01,8,12,90,1,1,4,567.0,155,61,13,79,104.0,2.9,1.37,0.228,3.76,4.95,0.76,0.0,0.0
klinebo01,30,28,148,8,1,7,1325.0,501,248,24,87,206.0,5.05,1.601,0.284,1.77,4.2,0.42,0.0,0.0
klinero01,114,144,736,44,8,108,6234.0,2113,866,218,989,882.0,3.75,1.4409999999999998,0.265,4.28,3.82,1.12,0.0,0.0
klinest01,43,45,129,34,6,1,2251.0,708,272,61,240,224.0,3.26,1.242,0.247,2.88,2.69,1.07,0.0,0.0
klinest02,34,39,796,0,0,39,2047.0,649,266,60,493,369.0,3.51,1.492,0.256,6.5,4.87,1.34,0.0,0.0
klingbi01,4,4,15,4,0,0,261.0,107,50,3,33,40.0,5.17,1.69,-2.675,3.41,4.14,0.82,0.0,0.0
klingbo01,66,61,265,48,7,23,3269.0,1153,445,46,357,378.0,3.68,1.405,0.266,2.95,3.12,0.94,0.0,0.0
klingsc01,5,8,39,0,0,0,414.0,175,106,34,75,71.0,6.91,1.7830000000000001,0.306,4.89,4.63,1.06,0.0,0.0
klinkjo01,10,6,176,0,0,3,494.0,171,78,10,94,89.0,4.26,1.579,0.268,5.14,4.86,1.06,0.0,0.0
klippjo01,101,118,711,37,6,66,5903.0,1915,927,203,1158,1118.0,4.24,1.541,0.254,5.3,5.11,1.04,0.0,0.0
klobefr01,53,25,89,69,2,0,2106.0,742,321,33,181,304.0,4.12,1.49,-2.7889999999999997,2.32,3.9,0.6,0.0,0.0
kloppst01,1,2,24,0,0,0,139.0,47,22,1,17,33.0,4.27,1.7269999999999999,0.263,3.3,6.41,0.52,0.0,0.0
klubeco01,40,35,107,7,1,0,2017.0,631,253,60,709,184.0,3.39,1.212,0.248,9.49,2.46,3.85,0.0,0.0
knausfr01,17,16,44,30,3,2,940.0,258,115,5,159,159.0,3.3,1.331,0.28300000000000003,4.57,4.57,1.0,0.0,0.0
kneisru01,0,1,2,1,0,0,51.0,18,5,2,4,8.0,2.65,1.5290000000000001,0.26899999999999996,2.12,4.24,0.5,0.0,0.0
knellph01,79,90,192,141,8,0,4357.0,1478,654,38,575,726.0,4.05,1.518,0.603,3.56,4.5,0.79,0.0,0.0
kneppbo01,146,155,445,78,30,1,8124.0,2737,1106,228,1473,982.0,3.68,1.3730000000000002,0.261,4.9,3.26,1.5,0.0,0.0
kneppch01,4,22,27,26,0,0,659.0,307,141,11,43,92.0,5.78,1.8159999999999998,-3.3369999999999997,1.76,3.77,0.47,0.0,0.0
knerrlo01,8,27,63,11,0,0,862.0,330,161,20,104,151.0,5.04,1.6740000000000002,0.282,3.26,4.73,0.69,0.0,0.0
knetzel01,69,69,220,82,13,6,3802.0,1206,444,30,535,498.0,3.15,1.345,0.256,3.8,3.54,1.07,0.0,0.0
knighbr01,1,0,15,0,0,0,94.0,43,30,7,24,17.0,8.62,1.915,0.326,6.89,4.88,1.41,0.0,0.0
