,seasons_played,All-Star,TripleCrown,MVP,CYA,3000H,500HR,1500RBI,3000K,300W,300SV,g,ab,r,h,double,triple,hr,rbi,sb,cs,so,g_idp,BB,SAC,TB,XBH,AVG,OBP,SLG,OPS,inducted
rothbr01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,2831.0,427.0,804.0,138.0,73.0,30.0,422.0,189.0,41.0,389.0,0.0,370.0,83.0,1178.0,241.0,0.284,0.35700000000000004,0.41600000000000004,0.773,0.0
roweja01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.0,4386.0,764.0,1256.0,202.0,88.0,28.0,644.0,59.0,0.0,177.0,0.0,240.0,0.0,1718.0,318.0,0.28600000000000003,0.32299999999999995,0.392,0.715,0.0
rothrja01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,3350.0,498.0,924.0,162.0,35.0,28.0,327.0,75.0,33.0,312.0,12.0,305.0,64.0,1240.0,225.0,0.276,0.33,0.37,0.7,0.0
rodrihe02,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,3031.0,389.0,784.0,176.0,9.0,160.0,523.0,10.0,14.0,803.0,53.0,320.0,25.0,1458.0,345.0,0.259,0.327,0.48100000000000004,0.8079999999999999,0.0
robinya01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.0,3428.0,697.0,825.0,148.0,44.0,15.0,399.0,272.0,0.0,180.0,0.0,739.0,0.0,1106.0,207.0,0.24100000000000002,0.375,0.32299999999999995,0.698,0.0
rodriau01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,6611.0,612.0,1570.0,287.0,46.0,124.0,648.0,35.0,31.0,943.0,167.0,388.0,116.0,2321.0,457.0,0.237,0.275,0.35100000000000003,0.626,0.0
rodgean01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0,2521.0,268.0,628.0,112.0,23.0,45.0,245.0,22.0,20.0,507.0,67.0,334.0,42.0,921.0,180.0,0.249,0.332,0.365,0.6970000000000001,0.0
rojasco01,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1822.0,6309.0,714.0,1660.0,254.0,25.0,54.0,593.0,74.0,68.0,489.0,181.0,446.0,146.0,2126.0,333.0,0.263,0.305,0.337,0.642,0.0
rolliri01,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,3303.0,419.0,887.0,125.0,20.0,77.0,399.0,17.0,10.0,410.0,80.0,328.0,67.0,1283.0,222.0,0.26899999999999996,0.32899999999999996,0.38799999999999996,0.7170000000000001,0.0
romered01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,1912.0,218.0,473.0,79.0,1.0,8.0,155.0,9.0,10.0,159.0,52.0,149.0,54.0,578.0,88.0,0.247,0.294,0.302,0.596,0.0
romanjo01,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0,2767.0,355.0,706.0,112.0,10.0,129.0,417.0,7.0,9.0,485.0,69.0,470.0,46.0,1225.0,251.0,0.255,0.358,0.44299999999999995,0.8009999999999999,0.0
rogelbi01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.0,5149.0,755.0,1375.0,256.0,75.0,42.0,609.0,82.0,62.0,416.0,2.0,670.0,100.0,1907.0,373.0,0.267,0.345,0.37,0.715,0.0
roeniga01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0,2708.0,367.0,670.0,135.0,4.0,121.0,410.0,16.0,20.0,428.0,77.0,463.0,49.0,1176.0,260.0,0.247,0.35200000000000004,0.434,0.7859999999999999,0.0
sandere02,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1777.0,6241.0,1037.0,1666.0,341.0,60.0,305.0,983.0,304.0,115.0,1614.0,121.0,794.0,57.0,3042.0,706.0,0.267,0.34700000000000003,0.48700000000000004,0.8340000000000001,0.0
sandede02,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0,2123.0,308.0,558.0,72.0,43.0,39.0,168.0,186.0,63.0,352.0,23.0,187.0,22.0,833.0,154.0,0.263,0.319,0.392,0.711,0.0
sanchre01,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,4850.0,549.0,1317.0,193.0,32.0,15.0,389.0,55.0,32.0,508.0,136.0,298.0,127.0,1619.0,240.0,0.272,0.306,0.33399999999999996,0.64,0.0
savagte01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,1375.0,202.0,321.0,51.0,11.0,34.0,163.0,49.0,24.0,272.0,40.0,220.0,27.0,496.0,96.0,0.233,0.33399999999999996,0.361,0.695,0.0
sawatca01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,1449.0,133.0,351.0,46.0,5.0,58.0,213.0,2.0,0.0,251.0,31.0,235.0,15.0,581.0,109.0,0.242,0.345,0.401,0.746,0.0
satrito01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,1623.0,130.0,365.0,53.0,5.0,21.0,157.0,7.0,8.0,225.0,49.0,247.0,22.0,491.0,79.0,0.225,0.32299999999999995,0.303,0.626,0.0
sassema01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,1189.0,103.0,317.0,69.0,7.0,16.0,156.0,1.0,3.0,104.0,32.0,83.0,20.0,448.0,92.0,0.267,0.31,0.377,0.687,0.0
russejo02,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,1087.0,113.0,245.0,50.0,3.0,34.0,129.0,3.0,3.0,355.0,26.0,97.0,12.0,403.0,87.0,0.225,0.28600000000000003,0.371,0.657,0.0
ryanji01,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012.0,8164.0,1642.0,2502.0,451.0,157.0,118.0,1093.0,418.0,0.0,361.0,0.0,886.0,56.0,3621.0,726.0,0.306,0.37200000000000005,0.444,0.816,0.0
ryanja01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0,2192.0,245.0,476.0,69.0,29.0,4.0,189.0,32.0,0.0,80.0,0.0,92.0,43.0,615.0,102.0,0.217,0.244,0.281,0.525,0.0
ryanco01,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.0,3982.0,535.0,988.0,181.0,42.0,56.0,381.0,69.0,12.0,514.0,92.0,532.0,81.0,1421.0,279.0,0.248,0.331,0.35700000000000004,0.688,0.0
russeji01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,3595.0,554.0,959.0,175.0,51.0,67.0,428.0,59.0,0.0,427.0,76.0,525.0,25.0,1437.0,293.0,0.267,0.358,0.4,0.758,0.0
runnepe01,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1799.0,6373.0,876.0,1854.0,282.0,64.0,49.0,630.0,37.0,51.0,627.0,174.0,900.0,83.0,2411.0,395.0,0.29100000000000004,0.374,0.37799999999999995,0.752,0.0
ryanmi02,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,1920.0,146.0,370.0,60.0,12.0,28.0,161.0,4.0,4.0,370.0,69.0,179.0,22.0,538.0,100.0,0.193,0.259,0.28,0.539,0.0
salazlu01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1302.0,4101.0,438.0,1070.0,144.0,33.0,94.0,455.0,117.0,51.0,653.0,78.0,231.0,80.0,1562.0,271.0,0.261,0.295,0.381,0.6759999999999999,0.0
sakatle01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,1289.0,163.0,296.0,46.0,4.0,25.0,109.0,30.0,17.0,158.0,33.0,110.0,29.0,425.0,75.0,0.23,0.284,0.33,0.614,0.0
saboch01,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,3354.0,494.0,898.0,214.0,17.0,116.0,426.0,120.0,49.0,460.0,70.0,328.0,54.0,1494.0,347.0,0.268,0.32799999999999996,0.445,0.773,0.0
sadledo01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,768.0,125.0,155.0,29.0,8.0,6.0,46.0,25.0,12.0,163.0,8.0,65.0,28.0,218.0,43.0,0.20199999999999999,0.256,0.284,0.54,0.0
robinwi01,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1371.0,5075.0,637.0,1388.0,212.0,51.0,18.0,722.0,196.0,0.0,178.0,0.0,313.0,31.0,1756.0,281.0,0.273,0.314,0.34600000000000003,0.66,0.0
redusga01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159.0,3513.0,591.0,886.0,183.0,51.0,90.0,352.0,322.0,83.0,688.0,38.0,519.0,54.0,1441.0,324.0,0.252,0.344,0.41,0.754,0.0
reedjo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284.0,4554.0,566.0,1231.0,263.0,10.0,27.0,392.0,40.0,44.0,407.0,118.0,601.0,122.0,1595.0,300.0,0.27,0.34700000000000003,0.35,0.6970000000000001,0.0
reedje02,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234.0,3101.0,311.0,774.0,144.0,10.0,61.0,323.0,7.0,9.0,566.0,74.0,448.0,60.0,1121.0,215.0,0.25,0.33899999999999997,0.361,0.7,0.0
readyra01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,2110.0,312.0,547.0,107.0,21.0,40.0,239.0,27.0,15.0,276.0,41.0,346.0,40.0,816.0,168.0,0.259,0.358,0.387,0.745,0.0
rebouje01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,2229.0,310.0,536.0,100.0,6.0,20.0,202.0,22.0,15.0,401.0,50.0,313.0,70.0,708.0,126.0,0.24,0.325,0.318,0.643,0.0
reeseri01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0,2020.0,248.0,512.0,73.0,17.0,52.0,245.0,16.0,15.0,270.0,36.0,200.0,27.0,775.0,142.0,0.253,0.317,0.384,0.701,0.0
relafde01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,2939.0,375.0,714.0,147.0,19.0,40.0,308.0,81.0,28.0,497.0,58.0,365.0,65.0,1019.0,206.0,0.243,0.32,0.34700000000000003,0.667,0.0
reitzke01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1344.0,4777.0,366.0,1243.0,243.0,12.0,68.0,548.0,10.0,14.0,518.0,157.0,266.0,83.0,1714.0,323.0,0.26,0.294,0.359,0.653,0.0
remseja01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,2352.0,366.0,574.0,69.0,39.0,8.0,199.0,14.0,7.0,131.0,0.0,71.0,0.0,745.0,116.0,0.244,0.266,0.317,0.583,0.0
reichri01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,3307.0,391.0,864.0,109.0,24.0,116.0,445.0,40.0,41.0,672.0,92.0,349.0,49.0,1369.0,249.0,0.261,0.327,0.414,0.741,0.0
reilljo01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1142.0,4684.0,898.0,1352.0,215.0,139.0,69.0,740.0,245.0,0.0,156.0,0.0,251.0,0.0,2052.0,423.0,0.289,0.325,0.43799999999999994,0.763,0.0
repozro01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,2145.0,257.0,480.0,73.0,19.0,82.0,260.0,26.0,25.0,499.0,14.0,317.0,36.0,837.0,174.0,0.22399999999999998,0.319,0.39,0.7090000000000001,0.0
ramirra01,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539.0,5494.0,562.0,1432.0,224.0,31.0,53.0,484.0,112.0,75.0,621.0,113.0,322.0,108.0,1877.0,308.0,0.261,0.29600000000000004,0.342,0.638,0.0
raderda01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.0,2405.0,254.0,619.0,107.0,12.0,30.0,235.0,8.0,4.0,180.0,79.0,320.0,41.0,840.0,149.0,0.257,0.33899999999999997,0.349,0.688,0.0
radclri01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.0,4074.0,598.0,1267.0,205.0,50.0,42.0,533.0,40.0,30.0,141.0,30.0,324.0,38.0,1698.0,297.0,0.311,0.359,0.41700000000000004,0.7759999999999999,0.0
raderdo02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.0,5186.0,631.0,1302.0,245.0,39.0,155.0,722.0,37.0,33.0,1055.0,142.0,619.0,78.0,2090.0,439.0,0.251,0.327,0.40299999999999997,0.73,0.0
radfopa01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1361.0,4979.0,945.0,1206.0,176.0,57.0,13.0,462.0,346.0,0.0,373.0,0.0,837.0,0.0,1535.0,246.0,0.242,0.35100000000000003,0.308,0.659,0.0
rayjo01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353.0,5188.0,604.0,1502.0,294.0,36.0,53.0,594.0,80.0,49.0,329.0,126.0,404.0,104.0,2027.0,383.0,0.29,0.335,0.391,0.726,0.0
raridbi01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,2877.0,272.0,682.0,105.0,24.0,7.0,272.0,47.0,0.0,251.0,0.0,353.0,75.0,856.0,136.0,0.237,0.313,0.298,0.611,0.0
rawlijo01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,3719.0,409.0,928.0,122.0,28.0,14.0,303.0,92.0,22.0,275.0,0.0,284.0,165.0,1148.0,164.0,0.25,0.29100000000000004,0.309,0.6,0.0
ramosdo01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,1086.0,109.0,261.0,34.0,2.0,8.0,85.0,6.0,9.0,138.0,39.0,104.0,25.0,323.0,44.0,0.24,0.3,0.297,0.597,0.0
randlle01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138.0,3950.0,488.0,1016.0,145.0,40.0,27.0,322.0,156.0,112.0,505.0,72.0,414.0,90.0,1322.0,212.0,0.257,0.321,0.335,0.6559999999999999,0.0
randajo01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522.0,5428.0,697.0,1543.0,327.0,36.0,123.0,739.0,42.0,26.0,738.0,139.0,509.0,92.0,2311.0,486.0,0.284,0.34,0.426,0.7659999999999999,0.0
repulri01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,3088.0,407.0,830.0,153.0,23.0,106.0,416.0,25.0,29.0,433.0,90.0,249.0,50.0,1347.0,282.0,0.26899999999999996,0.319,0.436,0.755,0.0
riverlu01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,2215.0,249.0,516.0,114.0,12.0,28.0,209.0,20.0,22.0,443.0,46.0,190.0,53.0,738.0,154.0,0.233,0.287,0.33299999999999996,0.62,0.0
riverji01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.0,3552.0,503.0,911.0,155.0,56.0,83.0,422.0,160.0,70.0,523.0,56.0,410.0,68.0,1427.0,294.0,0.256,0.32799999999999996,0.402,0.73,0.0
rileser01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.0,2504.0,309.0,637.0,92.0,20.0,48.0,284.0,20.0,28.0,409.0,64.0,268.0,54.0,913.0,160.0,0.254,0.32,0.365,0.685,0.0
ripkebi01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,2729.0,287.0,674.0,121.0,6.0,20.0,229.0,25.0,16.0,332.0,81.0,195.0,94.0,867.0,147.0,0.247,0.28800000000000003,0.318,0.606,0.0
robinbi02,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,4364.0,536.0,1127.0,229.0,29.0,166.0,641.0,71.0,49.0,820.0,128.0,328.0,86.0,1912.0,424.0,0.258,0.305,0.43799999999999994,0.743,0.0
robersh01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,1507.0,200.0,346.0,55.0,18.0,26.0,151.0,32.0,16.0,238.0,16.0,207.0,14.0,515.0,99.0,0.23,0.32,0.342,0.662,0.0
robinfl01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011.0,3284.0,458.0,929.0,140.0,36.0,67.0,426.0,42.0,21.0,282.0,48.0,468.0,51.0,1342.0,243.0,0.28300000000000003,0.36700000000000005,0.409,0.7759999999999999,0.0
robined01,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1315.0,4282.0,546.0,1146.0,172.0,24.0,172.0,723.0,10.0,12.0,359.0,100.0,581.0,38.0,1882.0,368.0,0.268,0.35200000000000004,0.44,0.792,0.0
roberbo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,2385.0,283.0,578.0,93.0,10.0,115.0,368.0,7.0,9.0,546.0,51.0,348.0,27.0,1036.0,218.0,0.242,0.336,0.434,0.77,0.0
roberbi01,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.0,4147.0,663.0,1220.0,203.0,31.0,30.0,352.0,264.0,95.0,548.0,59.0,445.0,58.0,1575.0,264.0,0.294,0.358,0.38,0.738,0.0
roberda06,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,2017.0,194.0,483.0,77.0,7.0,49.0,208.0,27.0,8.0,361.0,36.0,158.0,36.0,721.0,133.0,0.239,0.29,0.35700000000000004,0.647,0.0
roberda07,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,2707.0,437.0,721.0,95.0,53.0,23.0,213.0,243.0,58.0,362.0,23.0,331.0,60.0,991.0,171.0,0.266,0.34,0.366,0.706,0.0
roberle01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901.0,2737.0,342.0,731.0,126.0,28.0,78.0,328.0,26.0,25.0,428.0,65.0,294.0,51.0,1147.0,232.0,0.267,0.33299999999999996,0.419,0.752,0.0
roberge01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,2200.0,311.0,615.0,100.0,23.0,20.0,249.0,29.0,22.0,79.0,0.0,215.0,72.0,821.0,143.0,0.28,0.33399999999999996,0.373,0.7070000000000001,0.0
reynoha01,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1374.0,4782.0,640.0,1233.0,230.0,53.0,21.0,353.0,250.0,138.0,417.0,68.0,518.0,109.0,1632.0,304.0,0.258,0.324,0.341,0.665,0.0
riceha01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.0,3740.0,620.0,1118.0,186.0,63.0,48.0,506.0,59.0,55.0,194.0,14.0,408.0,99.0,1574.0,297.0,0.299,0.359,0.42100000000000004,0.78,0.0
reynocr01,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.0,4466.0,480.0,1142.0,143.0,65.0,42.0,377.0,58.0,32.0,406.0,49.0,270.0,161.0,1541.0,250.0,0.256,0.28800000000000003,0.345,0.633,0.0
retteme01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,2555.0,393.0,693.0,114.0,16.0,66.0,329.0,68.0,28.0,382.0,65.0,478.0,56.0,1037.0,196.0,0.271,0.379,0.406,0.785,0.0
reynoca01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222.0,4495.0,672.0,1357.0,247.0,107.0,80.0,699.0,112.0,40.0,308.0,19.0,302.0,82.0,2058.0,434.0,0.302,0.34,0.45799999999999996,0.7979999999999999,0.0
riggsle01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,2477.0,298.0,650.0,110.0,43.0,28.0,271.0,22.0,0.0,140.0,44.0,198.0,37.0,930.0,181.0,0.262,0.313,0.375,0.688,0.0
richaha01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1331.0,5642.0,1120.0,1688.0,303.0,126.0,70.0,822.0,205.0,0.0,445.0,0.0,387.0,0.0,2453.0,499.0,0.299,0.344,0.435,0.779,0.0
richada01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.0,4451.0,676.0,1129.0,149.0,52.0,32.0,558.0,225.0,0.0,289.0,0.0,300.0,0.0,1478.0,233.0,0.254,0.301,0.332,0.633,0.0
smithre02,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.0,3907.0,477.0,1087.0,208.0,49.0,27.0,514.0,117.0,5.0,415.0,0.0,454.0,156.0,1474.0,284.0,0.278,0.341,0.377,0.718,0.0
smithpo01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,4238.0,643.0,941.0,141.0,87.0,24.0,358.0,169.0,0.0,345.0,0.0,385.0,0.0,1328.0,252.0,0.222,0.287,0.313,0.6,0.0
smithwi02,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,1654.0,171.0,410.0,63.0,21.0,46.0,211.0,20.0,16.0,284.0,25.0,136.0,24.0,653.0,130.0,0.248,0.301,0.395,0.696,0.0
smithja05,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.0,576.0,65.0,122.0,15.0,10.0,17.0,60.0,9.0,4.0,181.0,4.0,29.0,14.0,208.0,42.0,0.212,0.244,0.361,0.605,0.0
smithja03,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.0,4532.0,783.0,1301.0,182.0,71.0,40.0,382.0,228.0,67.0,348.0,0.0,356.0,138.0,1745.0,293.0,0.287,0.33,0.385,0.715,0.0
smithha08,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.0,2682.0,269.0,715.0,148.0,10.0,58.0,323.0,7.0,10.0,361.0,92.0,222.0,49.0,1057.0,216.0,0.267,0.317,0.39399999999999996,0.711,0.0
snyderu01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.0,3631.0,488.0,984.0,150.0,29.0,42.0,319.0,58.0,32.0,438.0,61.0,313.0,80.0,1318.0,221.0,0.271,0.322,0.363,0.685,0.0
snydepo01,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0,3644.0,433.0,855.0,124.0,41.0,9.0,385.0,33.0,9.0,127.0,0.0,93.0,0.0,1088.0,174.0,0.235,0.254,0.299,0.5529999999999999,0.0
snydefr01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.0,4229.0,331.0,1122.0,170.0,44.0,47.0,525.0,37.0,20.0,416.0,0.0,292.0,98.0,1521.0,261.0,0.265,0.306,0.36,0.6659999999999999,0.0
snydeco02,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0,3656.0,439.0,902.0,178.0,13.0,149.0,488.0,28.0,19.0,992.0,74.0,264.0,38.0,1553.0,340.0,0.247,0.295,0.425,0.72,0.0
sojolu01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,848.0,2571.0,300.0,671.0,103.0,12.0,36.0,261.0,28.0,20.0,198.0,76.0,140.0,65.0,906.0,151.0,0.261,0.292,0.35200000000000004,0.644,0.0
soderer01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.0,2894.0,402.0,764.0,120.0,14.0,102.0,383.0,18.0,21.0,359.0,90.0,332.0,40.0,1218.0,236.0,0.264,0.336,0.42100000000000004,0.757,0.0
snodgfr01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.0,3101.0,453.0,852.0,143.0,42.0,11.0,351.0,215.0,16.0,359.0,0.0,451.0,106.0,1112.0,196.0,0.275,0.35600000000000004,0.359,0.715,0.0
smithha03,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,1004.0,83.0,214.0,22.0,7.0,2.0,89.0,23.0,0.0,14.0,0.0,67.0,32.0,256.0,31.0,0.213,0.255,0.255,0.51,0.0
slaugdo01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.0,4063.0,415.0,1151.0,235.0,28.0,77.0,476.0,18.0,15.0,559.0,115.0,381.0,86.0,1673.0,340.0,0.28300000000000003,0.33799999999999997,0.41200000000000003,0.75,0.0
smallro02,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653.0,5657.0,745.0,1454.0,244.0,25.0,163.0,694.0,27.0,34.0,908.0,121.0,832.0,152.0,2237.0,432.0,0.257,0.344,0.395,0.7390000000000001,0.0
slaglji01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1298.0,4996.0,779.0,1340.0,124.0,56.0,2.0,344.0,273.0,0.0,0.0,0.0,642.0,132.0,1582.0,182.0,0.268,0.344,0.317,0.6609999999999999,0.0
sizemte01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411.0,5011.0,577.0,1311.0,188.0,21.0,23.0,430.0,59.0,46.0,350.0,138.0,549.0,148.0,1610.0,232.0,0.262,0.326,0.321,0.647,0.0
skinnjo01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,1441.0,119.0,329.0,62.0,3.0,17.0,136.0,3.0,7.0,387.0,40.0,85.0,26.0,448.0,82.0,0.228,0.267,0.311,0.578,0.0
skowrbi01,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658.0,5547.0,681.0,1566.0,243.0,53.0,211.0,888.0,16.0,18.0,870.0,192.0,485.0,62.0,2548.0,507.0,0.282,0.337,0.45899999999999996,0.7959999999999999,0.0
