,seasons_played,All-Star,TripleCrown,MVP,CYA,3000H,500HR,1500RBI,3000K,300W,300SV,g,ab,r,h,double,triple,hr,rbi,sb,cs,so,g_idp,BB,SAC,TB,XBH,AVG,OBP,SLG,OPS,inducted
skinnbo01,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1381.0,4318.0,642.0,1198.0,197.0,58.0,103.0,531.0,67.0,36.0,646.0,81.0,555.0,53.0,1820.0,358.0,0.27699999999999997,0.35600000000000004,0.42100000000000004,0.777,0.0
smithge01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.0,6552.0,907.0,1592.0,251.0,94.0,47.0,797.0,235.0,0.0,288.0,0.0,424.0,19.0,2172.0,392.0,0.243,0.28800000000000003,0.332,0.62,0.0
smithel02,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,3195.0,469.0,881.0,181.0,62.0,70.0,541.0,54.0,27.0,359.0,0.0,335.0,99.0,1396.0,313.0,0.276,0.335,0.43700000000000006,0.772,0.0
smithel01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234.0,4684.0,912.0,1454.0,196.0,136.0,37.0,663.0,232.0,0.0,139.0,0.0,678.0,38.0,2033.0,369.0,0.31,0.395,0.434,0.8290000000000001,0.0
smithal04,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.0,5357.0,843.0,1458.0,258.0,46.0,164.0,676.0,67.0,43.0,768.0,127.0,767.0,78.0,2300.0,468.0,0.272,0.359,0.429,0.7879999999999999,0.0
smithal01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,955.0,107.0,252.0,30.0,11.0,1.0,130.0,37.0,0.0,0.0,0.0,32.0,25.0,307.0,42.0,0.264,0.281,0.321,0.602,0.0
smithch04,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.0,2484.0,228.0,594.0,83.0,18.0,69.0,281.0,7.0,12.0,565.0,60.0,163.0,58.0,920.0,170.0,0.239,0.28,0.37,0.65,0.0
startjo01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.0,4747.0,854.0,1418.0,147.0,67.0,15.0,544.0,18.0,9.0,109.0,0.0,164.0,0.0,1744.0,229.0,0.299,0.322,0.36700000000000005,0.6890000000000001,0.0
stearjo01,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0,2681.0,334.0,696.0,152.0,10.0,46.0,312.0,91.0,51.0,294.0,80.0,373.0,53.0,1006.0,208.0,0.26,0.344,0.375,0.7190000000000001,0.0
stanaos01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.0,3503.0,248.0,819.0,123.0,34.0,8.0,321.0,30.0,2.0,268.0,0.0,244.0,98.0,1034.0,165.0,0.23399999999999999,0.276,0.295,0.5710000000000001,0.0
stanlmi02,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.0,4222.0,625.0,1138.0,220.0,7.0,187.0,702.0,13.0,4.0,929.0,108.0,725.0,67.0,1933.0,414.0,0.27,0.37200000000000005,0.45799999999999996,0.83,0.0
stanlfr01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,1650.0,197.0,356.0,38.0,5.0,10.0,120.0,11.0,6.0,243.0,28.0,207.0,53.0,434.0,53.0,0.21600000000000003,0.295,0.263,0.5579999999999999,0.0
stephve01,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,6497.0,1001.0,1859.0,307.0,42.0,247.0,1174.0,25.0,22.0,685.0,169.0,698.0,45.0,2991.0,596.0,0.28600000000000003,0.353,0.46,0.813,0.0
stephjo02,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,989.0,83.0,214.0,37.0,3.0,12.0,93.0,0.0,1.0,118.0,38.0,90.0,12.0,293.0,52.0,0.21600000000000003,0.27899999999999997,0.29600000000000004,0.575,0.0
stewaji01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,1420.0,164.0,336.0,45.0,14.0,8.0,112.0,38.0,20.0,218.0,18.0,156.0,35.0,433.0,67.0,0.237,0.305,0.305,0.61,0.0
stewabu01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,2041.0,288.0,547.0,96.0,32.0,32.0,260.0,29.0,23.0,157.0,25.0,261.0,33.0,803.0,160.0,0.268,0.34600000000000003,0.39299999999999996,0.7390000000000001,0.0
stevele01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.0,3332.0,440.0,847.0,185.0,15.0,144.0,531.0,9.0,16.0,832.0,93.0,405.0,37.0,1494.0,344.0,0.254,0.332,0.44799999999999995,0.78,0.0
stephge01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,964.0,1913.0,283.0,460.0,78.0,15.0,37.0,207.0,27.0,20.0,322.0,16.0,252.0,35.0,679.0,130.0,0.24,0.324,0.355,0.679,0.0
steinbi02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.0,2811.0,268.0,751.0,122.0,18.0,44.0,311.0,16.0,16.0,413.0,74.0,221.0,56.0,1041.0,184.0,0.267,0.315,0.37,0.685,0.0
stenzja01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,3024.0,662.0,1024.0,190.0,71.0,32.0,533.0,292.0,0.0,71.0,0.0,357.0,31.0,1452.0,293.0,0.33899999999999997,0.405,0.48,0.885,0.0
stennre01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237.0,4521.0,500.0,1239.0,177.0,41.0,41.0,432.0,75.0,54.0,348.0,112.0,264.0,66.0,1621.0,259.0,0.27399999999999997,0.31,0.359,0.669,0.0
spangal01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,2267.0,307.0,594.0,87.0,26.0,21.0,175.0,37.0,32.0,234.0,20.0,329.0,42.0,796.0,134.0,0.262,0.35,0.35100000000000003,0.701,0.0
spencda01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,3689.0,457.0,901.0,145.0,20.0,105.0,428.0,13.0,7.0,516.0,103.0,494.0,48.0,1401.0,270.0,0.244,0.33,0.38,0.71,0.0
spehrti01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,556.0,76.0,110.0,31.0,1.0,19.0,72.0,9.0,0.0,153.0,6.0,83.0,19.0,200.0,51.0,0.198,0.293,0.36,0.653,0.0
sommejo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,3675.0,617.0,911.0,109.0,42.0,11.0,342.0,101.0,0.0,53.0,0.0,258.0,0.0,1137.0,162.0,0.248,0.297,0.309,0.606,0.0
soltemo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938.0,3421.0,503.0,990.0,213.0,42.0,83.0,599.0,42.0,23.0,377.0,27.0,230.0,24.0,1536.0,338.0,0.289,0.332,0.449,0.7809999999999999,0.0
sorrepa01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,3412.0,454.0,876.0,176.0,5.0,166.0,565.0,8.0,15.0,844.0,81.0,501.0,31.0,1560.0,347.0,0.257,0.349,0.457,0.8059999999999999,0.0
spencji01,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.0,4908.0,541.0,1227.0,179.0,27.0,146.0,599.0,11.0,19.0,582.0,124.0,510.0,77.0,1898.0,352.0,0.25,0.316,0.387,0.703,0.0
spencro01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,1814.0,177.0,448.0,57.0,13.0,3.0,203.0,4.0,1.0,130.0,4.0,139.0,42.0,540.0,73.0,0.247,0.294,0.298,0.5920000000000001,0.0
squirmi01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.0,1580.0,211.0,411.0,53.0,10.0,6.0,141.0,45.0,28.0,108.0,31.0,161.0,50.0,502.0,69.0,0.26,0.319,0.318,0.637,0.0
staintu01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.0,2261.0,284.0,585.0,90.0,14.0,17.0,204.0,27.0,12.0,213.0,25.0,80.0,42.0,754.0,121.0,0.259,0.27899999999999997,0.33299999999999996,0.612,0.0
stahlla01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.0,1721.0,167.0,400.0,58.0,19.0,36.0,163.0,22.0,16.0,357.0,21.0,165.0,20.0,604.0,113.0,0.23199999999999998,0.29600000000000004,0.35100000000000003,0.647,0.0
stahlch01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304.0,5069.0,858.0,1546.0,219.0,118.0,36.0,622.0,189.0,0.0,0.0,0.0,514.0,126.0,2109.0,373.0,0.305,0.361,0.41600000000000004,0.777,0.0
staffge01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,2128.0,341.0,583.0,60.0,19.0,21.0,290.0,117.0,0.0,96.0,0.0,181.0,38.0,744.0,100.0,0.27399999999999997,0.326,0.35,0.6759999999999999,0.0
spraged02,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203.0,4095.0,506.0,1010.0,225.0,12.0,152.0,558.0,6.0,12.0,833.0,106.0,470.0,43.0,1715.0,389.0,0.247,0.321,0.419,0.74,0.0
spiezsc01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.0,3899.0,517.0,996.0,225.0,27.0,119.0,549.0,33.0,23.0,594.0,77.0,482.0,66.0,1632.0,371.0,0.255,0.332,0.419,0.7509999999999999,0.0
spiezed01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,1544.0,126.0,367.0,56.0,4.0,39.0,174.0,16.0,10.0,245.0,42.0,163.0,21.0,548.0,99.0,0.23800000000000002,0.307,0.355,0.662,0.0
spierbi01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.0,3408.0,477.0,922.0,158.0,35.0,37.0,388.0,97.0,43.0,496.0,73.0,394.0,64.0,1261.0,230.0,0.271,0.34,0.37,0.71,0.0
spencst01,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,3871.0,541.0,1090.0,196.0,60.0,95.0,575.0,21.0,23.0,248.0,67.0,539.0,36.0,1691.0,351.0,0.282,0.366,0.43700000000000006,0.8029999999999999,0.0
spilmha01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.0,810.0,96.0,192.0,34.0,1.0,18.0,117.0,1.0,2.0,126.0,16.0,92.0,12.0,282.0,53.0,0.237,0.311,0.348,0.659,0.0
sciosmi01,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.0,4373.0,398.0,1131.0,198.0,12.0,68.0,446.0,29.0,24.0,307.0,106.0,690.0,94.0,1557.0,278.0,0.259,0.353,0.35600000000000004,0.7090000000000001,0.0
scottto01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0,2803.0,331.0,699.0,111.0,28.0,17.0,253.0,125.0,69.0,464.0,51.0,229.0,42.0,917.0,156.0,0.249,0.302,0.327,0.629,0.0
schuljo03,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,1959.0,235.0,558.0,83.0,19.0,15.0,249.0,35.0,16.0,102.0,0.0,122.0,60.0,724.0,117.0,0.285,0.318,0.37,0.688,0.0
schulfr02,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.0,4259.0,686.0,1241.0,249.0,54.0,47.0,593.0,56.0,58.0,361.0,4.0,471.0,77.0,1739.0,350.0,0.29100000000000004,0.35600000000000004,0.408,0.764,0.0
schuri01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,1568.0,189.0,386.0,67.0,13.0,41.0,134.0,17.0,16.0,282.0,27.0,153.0,13.0,602.0,121.0,0.24600000000000002,0.311,0.384,0.695,0.0
selbaki01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,6158.0,1064.0,1803.0,299.0,149.0,44.0,779.0,334.0,0.0,76.0,0.0,824.0,107.0,2532.0,492.0,0.293,0.371,0.41100000000000003,0.782,0.0
seitzke01,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.0,5278.0,739.0,1557.0,285.0,35.0,74.0,613.0,80.0,49.0,617.0,133.0,735.0,80.0,2134.0,394.0,0.295,0.376,0.40399999999999997,0.78,0.0
seminan01,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304.0,3921.0,495.0,953.0,139.0,26.0,164.0,556.0,23.0,7.0,780.0,118.0,631.0,28.0,1636.0,329.0,0.243,0.34600000000000003,0.41700000000000004,0.763,0.0
seedsbo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,1937.0,268.0,537.0,77.0,21.0,28.0,233.0,14.0,15.0,190.0,15.0,170.0,30.0,740.0,126.0,0.27699999999999997,0.331,0.382,0.713,0.0
seeryem01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,3547.0,695.0,893.0,152.0,68.0,27.0,300.0,240.0,0.0,426.0,0.0,504.0,0.0,1262.0,247.0,0.252,0.345,0.35600000000000004,0.701,0.0
scheiri01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,1218.0,131.0,320.0,52.0,9.0,13.0,127.0,0.0,6.0,135.0,44.0,166.0,19.0,429.0,74.0,0.263,0.34600000000000003,0.35200000000000004,0.698,0.0
schefbo01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,1357.0,105.0,357.0,53.0,9.0,20.0,187.0,6.0,0.0,127.0,44.0,106.0,11.0,488.0,82.0,0.263,0.314,0.36,0.674,0.0
schaapa01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128.0,3555.0,436.0,869.0,132.0,26.0,57.0,323.0,43.0,38.0,466.0,80.0,559.0,56.0,1224.0,215.0,0.244,0.342,0.344,0.6859999999999999,0.0
schofdi02,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.0,4299.0,505.0,989.0,137.0,32.0,56.0,353.0,120.0,41.0,684.0,59.0,505.0,135.0,1358.0,225.0,0.23,0.302,0.316,0.618,0.0
schofdi01,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1321.0,3083.0,394.0,699.0,113.0,20.0,21.0,211.0,12.0,29.0,526.0,56.0,434.0,46.0,915.0,154.0,0.22699999999999998,0.318,0.297,0.615,0.0
schripo01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,2727.0,367.0,720.0,117.0,40.0,16.0,375.0,46.0,0.0,118.0,0.0,264.0,33.0,965.0,173.0,0.264,0.325,0.354,0.679,0.0
schmiwa01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,2411.0,216.0,619.0,63.0,20.0,3.0,234.0,57.0,16.0,105.0,0.0,152.0,72.0,731.0,86.0,0.257,0.293,0.303,0.596,0.0
shottbu01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1387.0,4945.0,746.0,1338.0,154.0,65.0,9.0,290.0,293.0,93.0,380.0,0.0,735.0,62.0,1649.0,228.0,0.271,0.361,0.33299999999999996,0.6940000000000001,0.0
siebedi01,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,3917.0,439.0,1104.0,204.0,40.0,32.0,482.0,30.0,32.0,185.0,71.0,291.0,43.0,1484.0,276.0,0.282,0.32799999999999996,0.379,0.7070000000000001,0.0
shumpte01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.0,1969.0,295.0,497.0,109.0,26.0,49.0,223.0,85.0,29.0,369.0,33.0,195.0,54.0,805.0,184.0,0.252,0.312,0.409,0.721,0.0
shindbi01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0,5807.0,992.0,1561.0,226.0,97.0,31.0,758.0,318.0,0.0,240.0,0.0,462.0,57.0,2074.0,354.0,0.26899999999999996,0.32,0.35700000000000004,0.677,0.0
shochge01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.0,2536.0,414.0,671.0,89.0,28.0,10.0,323.0,138.0,0.0,115.0,0.0,355.0,21.0,846.0,127.0,0.265,0.35200000000000004,0.33399999999999996,0.6859999999999999,0.0
shiplcr01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.0,1345.0,155.0,364.0,63.0,6.0,20.0,138.0,33.0,17.0,191.0,29.0,71.0,24.0,499.0,89.0,0.271,0.302,0.371,0.6729999999999999,0.0
siebeno01,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.0,4481.0,662.0,1217.0,206.0,38.0,132.0,636.0,18.0,25.0,748.0,64.0,765.0,68.0,1895.0,376.0,0.272,0.373,0.423,0.7959999999999999,0.0
simpsha01,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888.0,2829.0,343.0,752.0,101.0,41.0,73.0,381.0,17.0,18.0,429.0,69.0,298.0,27.0,1154.0,215.0,0.266,0.33299999999999996,0.408,0.741,0.0
simonra01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.0,1609.0,172.0,455.0,71.0,3.0,49.0,237.0,2.0,4.0,148.0,48.0,114.0,14.0,679.0,123.0,0.28300000000000003,0.32799999999999996,0.42200000000000004,0.75,0.0
singlke01,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2082.0,7189.0,985.0,2029.0,317.0,25.0,246.0,1065.0,21.0,36.0,1246.0,248.0,1405.0,89.0,3134.0,588.0,0.282,0.395,0.436,0.831,0.0
sinatma01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,252.0,20.0,48.0,6.0,1.0,1.0,21.0,2.0,1.0,35.0,11.0,19.0,6.0,59.0,8.0,0.19,0.242,0.23399999999999999,0.47600000000000003,0.0
simsdu01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843.0,2422.0,263.0,580.0,80.0,6.0,100.0,310.0,6.0,16.0,483.0,45.0,407.0,15.0,972.0,186.0,0.239,0.34700000000000003,0.401,0.748,0.0
sierrru01,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2186.0,8044.0,1084.0,2152.0,428.0,59.0,306.0,1322.0,142.0,52.0,1239.0,193.0,719.0,121.0,3616.0,793.0,0.268,0.32299999999999995,0.45,0.773,0.0
silvech01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,482.0,34.0,136.0,15.0,2.0,1.0,52.0,2.0,6.0,32.0,17.0,55.0,4.0,158.0,18.0,0.282,0.353,0.32799999999999996,0.6809999999999999,0.0
shankho01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1665.0,5699.0,604.0,1440.0,211.0,96.0,25.0,620.0,185.0,64.0,443.0,0.0,452.0,263.0,1918.0,332.0,0.253,0.295,0.337,0.632,0.0
shaffor01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,871.0,3552.0,601.0,1000.0,164.0,53.0,11.0,317.0,34.0,0.0,225.0,0.0,232.0,0.0,1303.0,228.0,0.282,0.326,0.36700000000000005,0.693,0.0
servasc01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0,2493.0,243.0,611.0,130.0,2.0,63.0,319.0,3.0,6.0,407.0,73.0,260.0,56.0,934.0,195.0,0.245,0.31,0.375,0.685,0.0
sexsori01,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,4928.0,748.0,1286.0,260.0,17.0,306.0,943.0,14.0,13.0,1313.0,144.0,671.0,36.0,2498.0,583.0,0.261,0.34700000000000003,0.507,0.8540000000000001,0.0
sheripa01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,2419.0,319.0,611.0,91.0,21.0,51.0,257.0,86.0,35.0,501.0,38.0,261.0,39.0,897.0,163.0,0.253,0.321,0.371,0.6920000000000001,0.0
shelbjo01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.0,3090.0,389.0,739.0,128.0,24.0,70.0,313.0,98.0,40.0,671.0,51.0,201.0,50.0,1125.0,222.0,0.239,0.281,0.364,0.645,0.0
sheame01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,1197.0,105.0,263.0,39.0,7.0,5.0,115.0,8.0,4.0,145.0,3.0,190.0,13.0,331.0,51.0,0.22,0.324,0.27699999999999997,0.601,0.0
sheanda01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,2167.0,225.0,495.0,59.0,23.0,6.0,166.0,66.0,0.0,133.0,0.0,168.0,103.0,618.0,88.0,0.228,0.272,0.285,0.557,0.0
landrke01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1264.0,4101.0,522.0,1099.0,180.0,45.0,91.0,479.0,145.0,60.0,421.0,78.0,351.0,84.0,1642.0,316.0,0.268,0.32,0.4,0.72,0.0
corajo01,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,3734.0,624.0,1035.0,171.0,41.0,30.0,294.0,117.0,60.0,335.0,58.0,430.0,121.0,1378.0,242.0,0.27699999999999997,0.342,0.369,0.711,0.0
cordewi01,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247.0,4311.0,587.0,1178.0,261.0,19.0,122.0,566.0,49.0,19.0,775.0,110.0,417.0,45.0,1843.0,402.0,0.273,0.33399999999999996,0.428,0.762,0.0
corcoto01,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,8804.0,1184.0,2252.0,289.0,155.0,34.0,1135.0,387.0,0.0,205.0,0.0,417.0,147.0,2953.0,478.0,0.256,0.285,0.335,0.62,0.0
cooledu01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.0,5364.0,847.0,1576.0,180.0,102.0,26.0,557.0,224.0,0.0,73.0,0.0,385.0,94.0,2038.0,308.0,0.294,0.336,0.38,0.716,0.0
coonejo01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1172.0,3372.0,409.0,965.0,130.0,26.0,2.0,219.0,30.0,5.0,107.0,67.0,214.0,89.0,1153.0,158.0,0.28600000000000003,0.321,0.342,0.6629999999999999,0.0
coopece01,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0,7349.0,1012.0,2192.0,415.0,47.0,241.0,1125.0,89.0,49.0,911.0,150.0,544.0,125.0,3424.0,703.0,0.298,0.341,0.466,0.807,0.0
corkhpo01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,4404.0,650.0,1120.0,110.0,80.0,31.0,631.0,137.0,0.0,80.0,0.0,210.0,0.0,1483.0,221.0,0.254,0.28800000000000003,0.337,0.625,0.0
cottohe01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,2178.0,296.0,569.0,87.0,9.0,44.0,210.0,130.0,26.0,352.0,49.0,133.0,32.0,806.0,140.0,0.261,0.3,0.37,0.67,0.0
cottich01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580.0,1584.0,168.0,348.0,63.0,17.0,19.0,127.0,28.0,10.0,248.0,21.0,153.0,44.0,502.0,99.0,0.22,0.281,0.317,0.598,0.0
coughbi01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.0,3854.0,481.0,972.0,133.0,39.0,15.0,380.0,159.0,0.0,0.0,0.0,255.0,123.0,1228.0,187.0,0.252,0.29,0.319,0.609,0.0
corrapa01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,767.0,63.0,166.0,28.0,3.0,4.0,54.0,1.0,1.0,167.0,17.0,92.0,9.0,212.0,35.0,0.21600000000000003,0.297,0.276,0.573,0.0
comisch01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390.0,5796.0,994.0,1530.0,206.0,68.0,29.0,883.0,419.0,0.0,84.0,0.0,239.0,0.0,1959.0,303.0,0.264,0.293,0.33799999999999997,0.631,0.0
comorad01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.0,2787.0,404.0,795.0,134.0,51.0,28.0,417.0,57.0,0.0,158.0,24.0,228.0,101.0,1115.0,213.0,0.285,0.32799999999999996,0.4,0.728,0.0
collijo01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,908.0,2329.0,404.0,596.0,79.0,24.0,86.0,329.0,27.0,21.0,263.0,48.0,348.0,29.0,981.0,189.0,0.256,0.349,0.42100000000000004,0.77,0.0
collida02,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1701.0,4907.0,667.0,1335.0,187.0,52.0,32.0,373.0,395.0,139.0,660.0,59.0,521.0,95.0,1722.0,271.0,0.272,0.336,0.35100000000000003,0.687,0.0
collipa01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,1204.0,146.0,306.0,46.0,6.0,33.0,168.0,4.0,5.0,202.0,0.0,239.0,32.0,463.0,85.0,0.254,0.369,0.385,0.754,0.0
coninje01,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,6957.0,870.0,1982.0,385.0,36.0,214.0,1071.0,54.0,29.0,1168.0,182.0,758.0,112.0,3081.0,635.0,0.285,0.35,0.44299999999999995,0.7929999999999999,0.0
consobi01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,1178.0,158.0,260.0,31.0,11.0,9.0,83.0,9.0,10.0,297.0,24.0,167.0,21.0,340.0,51.0,0.221,0.313,0.289,0.602,0.0
